000000010000000010000;000000010000000000100;000000000100000010000;000000000000000010010;000000000000000000110;000010000000000010000;000000100000000000010;000000010000000000010;000000010010000000000;000000000010000010000;000000000010000000010;000000010000000001000;000010000000000000010;000000010000000000001;000010000000000000100;000010000010000000000;000000100000000000100;000010000000000100000;000000000000000010001;000000000000000001010;000010000000000000001;000000001000000000010;000000000000000000101;000000000100000000010;000000100000000010000;000000000100000000001;000000011000000000000;000000010100000000000;000000010000000100000;000010000100000000000;000000000100000100000;000000000100000000100;000000000000000100010;000000000000100000010;010000010000000000000;000000100010000000000;000000001000000000001;000000000000000100001;000000001000000010000;000000000010000000001;000000000000100000001;000000000000001000010;000000000010000100000;000000000010000000100;000010000000000001000;000000010000001000000;000000000100000001000;001000000000000000010;000000100000000001000;000000100000000000001;000000010001000000000;100000000000000010000;010000000000000000010;001000000000000010000;000000010000100000000;000000000000000001001;010000000100000000000;000000100100000000000;000000100000000100000;100000000000000000010;010000000000000010000;000001000000000000010;000000010000010000000;000000001000000100000;000000000100001000000;000010000000100000000;000000000100100000000;000000000100010000000;000000000001000100000;000000000001000000001;100000010000000000000;010010000000000000000;000000000010000001000;010000000000000000100;000000001000000000100;000000000010010000000;010000000010000000000;000000000001000010000;000000000001000000010;000000000000001000001;100000100000000000000;001000000000000000100;000010001000000000000;000001000000000000100;000000000010001000000;000000000001000000100;000000000000010000010;010000000000000001000;000100000000000000001;000010000000010000000;000001000000000000001;000000101000000000000;000000100000100000000;000000001000100000000;001000010000000000000;010000100000000000000;000100000100000000000;000100000000000100000;000010000000001000000;000001000000000010000;100000000000000000100;010000001000000000000;000000000010100000000;100010000000000000000;001000000000000000001;000000001000000001000;100000000010000000000;000100000000000010000;000010000001000000000;000001000010000000000;000000100001000000000;000000100000001000000;000000000001000001000;100000000000000000001;010000000000100000000;010000000000000100000;000100000000000000010;001010000000000000000;001000000010000000000;000001000100000000000;000001000000000100000;000000100000010000000;010000000000000000001;001000000100000000000;000000000000010000001;100000000100000000000;001000100000000000000;100000000000000001000;000100000010000000000;000100000000000000100;000100000000000001000;100000000000000100000;010000000000001000000;000001000000000001000;000000001000001000000;000000000001100000000;100000001000000000000;100000000000100000000;001000000000000100000;100000000000001000000;001000000000000001000;000000001000010000000;010100000000000000000;000000000001001000000;100000000001000000000;001000001000000000000;001000000000100000000;100100000000000000000;010001000000000000000;000100000001000000000;000100000000100000000;000001000000100000000;000100001000000000000;010000000000010000000;000000000001010000000;000001001000000000000;001000000000001000000;000100000000001000000;000001000001000000000;000001000000001000000;100001000000000000000;010000000001000000000;001000000000010000000;100000000000010000000;000100000000010000000;001001000000000000000;001000000001000000000;000001000000010000000;001100000000000000000
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
