00110100;00110010;00110001;10010100;01010100;10010001;00101100;10010010;00101010;01010001;00101001;10001001;10001100;01010010;10001010;01001100;01001001;01001010
143;80;46;16;44;15;46;15;52;12;20;6;3;8;3;9;1;2
3;8;6;12;12;28;7;25;5;18;7;88;72;20;49;34;45;28
64;34;11;13;11;2;43;5;59;5;8;8;19;6;39;4;1;11
19;45;14;52;2;7;23;41;41;4;3;1;24;5;11;2;1;9
44;31;34;10;3;13;8;17;7;12;2;5;6;6;11;1;2;0
8;2;3;8;6;5;5;4;5;10;0;0;12;17;3;2;2;11
71;15;38;11;33;2;53;3;13;40;50;18;44;26;17;44;74;30
32;30;1;54;22;18;8;90;2;1;0;5;19;81;19;6;1;11
11;5;31;1;10;17;48;0;27;30;82;14;6;9;7;27;62;27
25;128;49;4;3;4;9;13;100;5;21;17;12;14;67;6;10;78
5;17;4;4;8;0;33;1;139;12;49;14;15;14;24;41;105;188
3;18;12;1;3;5;0;12;16;20;8;5;0;42;17;0;11;50
5;23;14;1;9;0;4;5;35;18;9;2;3;32;54;3;20;85
28;158;65;4;9;28;5;42;38;25;13;4;0;28;8;0;0;5
6;26;0;53;25;19;5;106;28;2;0;15;24;115;53;11;6;71
22;15;29;52;10;23;2;10;2;33;2;3;4;15;5;1;2;6
30;18;9;9;37;2;20;50;55;1;19;6;13;3;123;44;16;50
0;14;6;1;2;15;4;19;8;4;19;52;18;3;57;7;19;14
33;11;53;6;2;19;44;5;12;6;63;37;9;0;1;4;5;0
5;7;6;48;11;24;17;43;11;4;18;55;51;6;47;34;23;7
20;13;13;78;38;88;1;47;2;16;3;49;14;12;9;11;13;3
14;22;13;28;34;43;26;79;13;94;8;50;78;135;93;33;37;60
1;16;0;4;0;0;10;12;47;2;6;1;4;11;26;3;6;36
39;20;7;73;42;6;55;23;14;10;12;13;57;22;25;59;15;47
0;7;8;1;8;3;6;2;20;43;17;18;7;27;11;25;189;61
18;4;9;48;6;32;97;17;36;6;39;77;169;2;43;20;25;11
19;11;17;22;22;12;44;10;13;30;64;36;12;33;15;27;40;20
8;3;104;6;3;35;5;4;0;29;58;19;6;7;1;3;17;1
59;15;5;16;81;0;74;10;35;5;20;2;9;34;14;30;5;25
14;2;4;67;44;9;20;18;16;10;10;22;85;29;49;109;55;112
44;8;29;37;3;27;37;8;3;18;18;23;42;3;8;4;15;1
21;47;42;2;4;23;30;4;87;6;75;50;3;1;4;9;13;10
4;60;5;1;36;0;9;14;31;14;3;1;0;53;6;21;3;23
43;39;21;26;23;19;84;16;57;12;23;25;43;46;40;39;28;51
11;28;26;31;15;41;7;178;16;27;13;33;17;66;72;13;14;37
19;0;0;29;19;9;14;5;3;5;0;65;132;3;56;37;13;15
20;88;38;11;14;16;35;55;48;15;24;9;3;16;22;21;8;4
20;8;20;47;38;83;16;41;5;105;23;47;17;18;13;4;26;2
55;15;9;45;126;9;21;26;4;26;0;1;34;47;11;46;5;11
12;2;0;76;16;8;15;9;0;12;5;30;90;6;11;16;26;4
54;11;23;14;26;7;137;20;11;5;28;9;34;12;19;71;5;11
1;3;11;1;0;9;1;6;3;26;37;29;2;12;9;1;106;25
59;25;53;24;15;10;41;8;29;10;50;13;21;7;9;1;2;7
28;9;4;37;65;18;19;23;6;17;2;11;49;51;17;48;3;34
2;13;15;3;2;11;3;11;3;2;40;8;0;11;4;4;9;14
0;0;13;16;1;36;0;4;1;16;6;20;20;1;13;7;23;9
22;6;5;49;44;10;31;9;8;7;12;27;63;5;6;68;15;8
2;8;31;2;17;49;0;8;3;121;19;14;0;31;4;15;89;49
2;0;1;0;0;40;1;8;7;4;0;32;2;3;12;2;9;11
29;8;39;45;19;45;15;7;4;14;28;15;7;9;2;15;12;7
31;41;51;39;26;29;2;87;5;76;12;0;5;77;3;6;10;12
12;5;31;24;20;57;8;82;0;33;21;43;10;9;37;1;9;1
26;31;33;48;26;92;10;111;6;73;6;30;35;41;44;33;51;50
16;57;19;7;22;7;7;16;52;51;16;14;20;111;75;9;37;97
32;4;52;79;139;14;16;8;3;18;20;2;28;4;5;85;13;1
4;2;12;1;11;5;15;1;10;25;21;12;12;4;8;18;88;36
6;0;5;16;42;8;6;0;1;30;9;4;10;4;3;22;22;5
30;41;29;12;29;25;27;17;27;55;40;49;37;40;40;35;62;51
14;2;6;41;57;13;12;0;7;17;5;21;32;11;10;39;13;18
8;13;44;8;16;31;5;4;0;50;22;70;18;26;32;3;24;22
80;65;109;39;34;38;87;24;84;15;74;7;9;9;7;28;10;10
0;8;24;3;1;19;0;32;6;63;8;19;11;3;50;3;58;8
0;5;10;3;2;10;6;8;5;3;10;8;3;0;6;18;5;15
28;19;11;26;63;11;29;28;16;23;9;5;11;53;16;97;43;61
5;4;1;3;3;6;13;5;2;4;3;6;10;3;3;36;9;6
34;31;41;40;156;50;8;38;0;111;18;12;6;119;3;38;21;21
12;25;22;13;6;19;14;12;17;5;10;33;28;2;18;4;3;2
37;10;12;32;14;17;25;25;14;8;11;20;33;19;17;14;3;19
23;11;1;23;12;4;50;22;16;1;4;15;150;6;75;66;3;6
45;44;39;3;16;6;71;3;75;13;59;3;4;22;1;28;14;18
33;102;33;18;57;24;8;73;34;30;25;9;2;136;32;18;19;43
81;75;99;32;37;48;44;60;42;48;45;39;29;22;55;22;23;12
14;29;22;0;5;1;16;6;44;2;85;23;0;7;10;5;23;13
13;14;40;27;7;225;25;49;6;24;29;84;20;44;15;13;25;22
8;16;8;29;9;33;22;42;71;1;20;89;70;8;141;26;12;38
44;66;7;5;7;1;46;10;23;2;12;0;13;97;3;8;3;34
7;8;22;28;17;153;11;41;16;46;45;105;27;16;23;20;67;9
56;107;68;13;2;17;16;82;40;14;22;11;13;20;69;1;18;18
27;65;20;17;74;38;31;66;36;43;17;7;17;104;14;63;17;27
94;39;26;25;68;8;63;13;23;12;8;2;17;32;10;51;13;44
68;29;1;11;18;1;78;10;62;0;3;0;10;4;14;29;0;7
49;30;81;13;10;39;55;10;61;45;65;15;2;21;8;37;59;59
35;24;66;7;17;55;38;13;33;32;114;62;5;10;6;8;33;5
28;36;77;6;2;21;6;14;7;20;31;17;1;12;1;5;17;5
2;10;1;17;8;54;4;49;15;25;1;50;20;81;55;8;16;59
3;1;5;12;32;10;17;7;10;57;51;13;7;19;19;33;110;31
54;18;21;168;42;58;20;27;5;9;5;13;82;5;9;7;1;1
26;5;8;53;13;6;67;6;7;1;27;18;261;2;20;79;14;25
53;12;82;65;30;53;25;14;13;23;65;84;34;6;14;3;9;1
10;112;23;12;2;38;15;124;67;7;15;15;10;35;52;1;2;9
11;58;23;31;3;38;7;174;24;3;10;7;17;64;54;6;4;33
30;18;82;8;2;90;36;1;14;30;69;58;3;0;0;2;28;0
51;3;1;232;71;39;14;39;3;19;0;21;102;18;8;27;13;5
29;38;27;0;9;11;3;11;25;40;5;2;0;45;12;3;12;69
17;13;13;32;3;74;49;20;41;11;42;59;40;4;41;27;30;22
0;6;9;1;1;4;8;10;16;2;42;27;18;4;8;8;2;2
17;18;21;0;20;1;39;4;12;5;19;2;3;11;1;33;9;10
41;11;2;25;16;4;83;1;41;9;16;39;121;14;21;52;35;37
38;24;18;43;49;7;71;16;18;8;26;4;24;13;11;54;5;20
0;24;18;1;1;6;4;19;25;0;46;32;4;10;23;2;4;22
10;10;0;18;4;20;40;32;69;4;5;112;123;7;192;30;27;58
17;2;36;59;42;72;5;16;1;31;23;5;9;10;7;11;14;7
31;31;40;95;64;70;7;42;22;63;17;67;45;28;35;33;41;20
9;2;1;6;95;6;12;12;4;57;11;14;0;62;4;82;86;33
17;44;58;9;16;25;8;4;32;82;9;3;5;39;3;19;37;64
0;2;9;0;1;34;0;6;6;34;4;19;0;12;26;0;14;11
55;23;13;114;54;9;17;22;14;3;0;11;35;18;28;29;5;18
1;13;10;16;17;42;0;21;1;41;6;9;1;76;2;1;16;23
72;159;156;17;4;52;13;50;44;5;23;10;7;17;28;17;8;55
295;57;68;79;86;40;29;29;9;25;10;13;11;17;11;42;17;13
15;1;19;4;126;6;21;2;2;40;24;11;14;8;1;57;15;4
20;28;30;31;5;15;57;13;71;0;60;26;53;1;31;21;10;10
7;12;9;3;10;2;8;8;27;42;6;1;1;28;6;15;24;34
75;32;60;26;12;41;55;34;11;28;27;14;19;12;11;19;24;13
2;2;7;22;25;13;17;25;32;15;30;49;78;32;68;34;25;44
16;26;10;103;8;52;27;49;19;4;4;9;51;1;16;11;1;1
1;0;5;23;58;46;15;7;3;57;13;91;79;18;15;45;33;9
38;6;7;66;12;7;117;9;16;3;15;29;194;0;17;64;7;19
0;8;13;1;3;6;2;58;6;17;12;21;17;10;97;28;48;41
40;5;28;8;16;8;23;15;1;12;31;7;8;4;9;39;37;20
3;8;30;0;1;5;0;7;5;28;30;20;1;5;13;1;40;10
16;5;21;36;21;17;14;14;6;30;19;8;50;16;7;22;13;2
72;5;4;60;46;29;4;9;3;19;0;8;5;16;4;6;2;3
51;57;10;78;30;20;37;87;37;7;13;12;26;46;43;8;2;16
5;13;0;52;52;26;1;54;9;26;1;16;31;89;56;25;26;80
5;7;0;21;21;3;10;23;3;10;1;9;20;25;58;20;7;23
6;0;12;24;6;95;8;4;0;16;11;57;29;1;1;12;32;2
15;29;27;11;5;14;8;36;6;9;7;10;6;52;25;5;4;16
40;3;63;35;25;22;20;2;1;13;36;9;20;2;2;4;12;2
23;2;14;8;51;6;22;15;3;9;4;2;3;38;8;28;0;9
14;11;32;27;6;47;19;14;13;16;104;62;23;1;9;30;56;4
7;49;10;0;6;0;5;19;61;6;22;20;6;54;60;33;54;156
82;153;39;18;49;5;19;19;41;10;8;7;5;35;11;10;4;15
44;14;34;17;30;17;71;6;42;22;73;27;13;7;5;24;22;14
44;8;52;5;17;3;27;0;6;6;45;16;7;2;0;14;17;5
79;50;8;3;31;2;17;29;8;0;0;1;1;5;17;3;1;5
3;5;27;19;1;31;3;5;0;40;9;6;7;9;0;0;3;5
73;164;49;36;8;11;33;40;75;3;18;11;11;31;15;6;3;16
16;28;1;9;18;3;9;11;14;11;2;1;4;71;7;8;4;29
11;8;18;56;40;90;11;48;13;53;26;54;41;29;27;60;52;20
79;25;62;30;14;29;56;9;5;25;39;49;43;5;7;10;7;2
57;54;82;44;41;80;16;42;13;54;16;32;24;37;16;36;34;26
13;7;42;22;2;52;16;21;3;4;76;83;29;1;27;3;14;4
8;2;1;1;17;4;28;2;7;3;4;5;6;11;15;63;16;53
20;6;9;4;14;5;48;0;15;16;28;8;8;6;2;30;33;5
7;2;0;65;84;13;1;12;0;33;0;14;86;46;13;45;14;25
9;42;1;16;11;20;7;73;57;19;3;25;32;39;99;20;7;43
9;7;28;4;2;10;56;0;48;25;95;38;9;0;2;32;60;19
58;15;6;22;7;0;21;17;6;2;1;1;15;11;10;5;2;9
15;135;25;16;10;21;54;90;98;23;45;24;21;105;75;19;14;35
19;15;81;16;19;22;36;19;8;38;127;29;21;7;9;11;38;2
15;64;4;11;9;12;6;196;21;7;1;2;4;109;69;3;1;17
5;1;28;0;16;9;7;1;0;17;57;21;3;5;3;21;42;5
65;10;9;10;18;3;32;21;2;0;13;4;9;17;29;24;6;23
0;7;2;4;28;4;17;6;20;58;16;4;13;69;7;49;60;28
6;18;47;2;13;8;5;0;18;36;19;3;4;20;6;8;14;25
72;8;63;43;58;8;9;3;13;51;27;11;39;4;8;31;32;14
31;36;6;64;64;14;38;34;40;21;23;6;39;22;34;70;45;40
4;0;4;12;19;1;10;5;2;17;0;5;51;8;12;63;42;28
1;1;7;4;8;13;9;0;2;20;54;77;22;9;6;61;145;34
40;8;17;20;23;10;103;0;12;11;73;12;9;3;2;41;42;13
3;5;0;13;11;14;4;25;2;9;3;10;14;20;19;42;8;16
40;9;39;25;12;13;40;2;14;6;41;8;12;2;5;4;8;5
37;13;47;35;21;62;57;12;13;34;51;71;47;8;25;25;25;8
21;42;14;33;12;22;6;122;23;9;6;30;45;19;231;3;6;14
29;17;18;127;19;97;13;163;26;22;26;55;50;50;78;11;21;48
5;5;150;9;3;48;5;1;6;20;136;43;8;2;2;12;25;1
46;17;37;18;20;17;27;10;7;11;37;43;9;3;14;25;23;7
65;7;6;37;31;9;37;1;20;0;16;8;30;1;7;20;2;11
31;7;2;56;40;1;17;14;6;5;0;0;9;64;11;17;5;19
6;3;31;5;10;13;5;13;4;51;18;5;3;29;2;7;22;13
39;28;17;1;0;2;18;8;13;4;37;7;10;2;3;2;8;1
20;82;48;6;8;16;3;25;21;31;12;10;3;57;26;4;28;58
12;16;11;11;30;18;15;27;25;90;22;41;16;45;33;37;63;22
38;235;11;5;20;4;12;38;77;1;10;3;2;49;10;13;3;34
12;93;26;7;5;14;14;19;37;13;3;3;2;45;4;6;5;24
0;16;5;22;20;34;3;57;35;27;12;69;41;46;150;48;56;93
100;3;1;115;35;7;39;1;8;8;9;9;41;5;3;8;3;3
6;8;61;21;0;159;0;24;5;76;12;110;25;4;29;0;19;3
44;5;28;8;7;8;134;1;7;5;31;21;45;1;2;50;3;4
13;13;6;4;3;3;5;13;6;0;0;1;4;4;11;0;0;0
32;22;309;2;6;81;18;4;27;78;72;52;7;0;16;0;23;4
33;3;21;10;12;14;36;1;2;12;31;21;16;2;7;10;32;1
26;25;12;25;0;9;31;19;53;1;5;1;35;9;38;6;1;19
26;6;0;74;32;29;22;67;12;14;3;18;44;36;42;18;13;26
7;1;1;72;74;3;15;0;1;6;7;19;130;6;9;62;18;8
46;8;106;8;54;40;11;8;14;42;34;22;0;17;11;54;48;33
7;5;4;18;13;3;16;31;7;11;6;6;39;28;9;30;13;18
106;65;73;13;47;22;64;22;54;44;75;66;29;27;30;52;52;24
10;10;15;35;29;59;24;33;15;29;50;91;46;9;60;105;82;37
146;65;39;123;138;24;32;54;27;22;18;5;19;73;15;9;1;11
19;14;3;2;11;0;46;3;20;1;0;0;9;7;8;30;1;15
40;33;63;7;6;32;106;3;124;11;166;77;17;2;11;10;25;12
7;8;8;16;23;36;1;43;7;50;2;8;4;14;54;11;37;16
4;21;24;2;12;29;3;44;7;69;8;9;1;51;30;3;22;28
12;21;4;129;60;36;20;92;20;25;5;11;64;47;25;25;6;21
35;15;45;14;15;20;43;10;8;39;25;8;11;16;4;15;13;2
81;56;66;44;163;28;53;19;23;43;27;8;21;47;8;69;17;27
115;5;15;28;138;1;56;0;10;14;12;2;21;9;3;44;5;13
1;29;5;9;13;82;0;157;3;33;2;22;1;62;10;9;21;37
34;10;4;38;87;5;91;3;1;20;12;1;126;14;7;141;20;7
5;25;2;2;39;7;13;27;26;41;6;7;2;27;18;52;61;49
6;20;6;15;20;13;5;46;16;8;17;30;25;36;60;22;20;55
10;10;17;6;2;3;152;3;64;5;97;43;128;1;49;35;17;6
15;71;128;7;2;21;3;7;16;13;33;30;0;16;16;0;2;6
34;55;67;20;10;64;26;58;49;23;48;74;34;28;62;6;10;23
15;41;39;5;6;6;10;3;28;10;18;1;1;13;6;1;2;4
22;41;19;33;25;11;16;41;15;6;13;1;10;7;8;16;2;11
4;11;8;8;4;38;4;13;12;72;17;86;18;44;25;2;45;30
31;45;4;3;10;0;17;13;34;0;3;0;3;9;26;5;1;20
46;21;17;4;20;8;37;1;27;11;29;14;3;12;3;5;9;5
33;6;3;19;87;11;41;13;14;24;7;36;43;39;14;85;35;38
15;29;2;24;3;6;13;29;45;0;6;25;52;16;101;11;1;12
11;14;5;27;61;30;11;22;3;33;1;21;20;48;15;47;21;14
37;88;27;9;1;6;52;42;161;3;55;53;36;4;153;4;3;11
104;40;11;28;51;3;83;4;107;6;36;6;18;13;19;36;17;28
4;11;3;29;5;20;9;72;30;3;11;39;38;44;81;19;8;43
57;3;6;23;81;6;32;8;0;19;3;2;13;10;6;41;15;6
35;40;7;6;10;0;43;17;117;1;17;2;11;16;50;8;2;29
16;7;23;21;26;19;3;2;2;42;4;12;8;6;7;9;20;14
11;9;15;37;62;76;3;22;1;85;3;11;3;90;3;6;17;17
6;11;5;19;3;14;2;37;2;16;0;3;11;40;6;10;10;19
9;6;2;19;37;0;8;6;15;5;2;0;5;27;7;23;1;51
9;16;55;12;4;39;0;16;4;17;10;3;1;20;5;1;9;9
68;143;23;60;12;37;19;117;31;13;1;5;16;54;20;14;1;28
17;2;44;7;21;9;38;6;8;36;146;29;13;14;4;36;112;27
3;15;29;2;0;12;9;15;10;21;49;24;2;18;17;1;34;7
30;6;62;48;89;57;9;8;1;34;8;11;11;10;0;15;2;1
66;137;73;34;69;36;14;61;46;55;21;8;5;101;6;37;31;75
170;44;56;94;35;23;91;22;26;13;15;8;70;20;19;29;6;18
3;0;0;2;3;5;2;4;1;0;0;2;0;0;4;2;0;1
15;1;4;5;3;1;14;1;2;2;4;4;8;1;2;3;7;17
27;44;41;1;23;15;41;8;37;45;48;76;16;3;29;26;50;12
10;69;3;5;8;6;8;101;30;3;3;1;10;68;45;12;2;44
18;6;4;26;27;41;66;11;45;16;61;33;6;7;10;33;57;24
5;12;30;7;16;46;15;19;40;35;62;39;3;24;17;64;77;52
3;13;17;5;8;25;6;3;33;114;16;6;0;33;5;11;61;35
18;4;33;41;12;33;7;18;8;20;4;2;5;5;6;5;5;7
0;72;8;13;6;17;5;32;63;11;17;26;14;20;30;5;8;12
5;25;28;14;9;18;4;8;0;19;8;1;10;12;0;13;3;3
14;3;24;1;0;19;42;2;19;25;27;76;30;1;19;6;16;0
3;2;9;1;1;31;16;7;22;25;33;122;14;7;32;4;60;8
150;27;26;12;17;5;98;3;78;10;14;1;7;18;28;7;4;23
3;3;22;52;32;80;1;29;0;24;16;86;42;9;38;10;13;5
25;13;4;51;22;8;62;17;51;4;31;27;52;5;26;39;15;30
17;26;32;2;4;20;19;6;16;22;101;23;1;14;2;5;49;4
3;0;0;8;8;1;29;1;5;0;4;13;53;2;5;37;16;10
59;7;21;117;13;9;47;9;11;3;19;9;80;1;6;7;1;0
5;12;1;15;6;1;35;32;34;1;4;17;55;16;98;21;4;28
8;10;111;2;49;47;5;4;7;299;19;11;2;49;1;20;57;26
3;10;1;8;2;1;2;0;11;0;9;9;6;1;0;0;6;3
6;10;1;62;61;28;6;88;4;46;1;31;50;72;42;53;23;48
9;44;70;0;3;18;19;3;67;17;80;28;4;5;9;2;12;6
4;12;0;20;27;10;4;29;16;1;1;23;60;23;64;46;5;27
4;6;6;27;38;70;13;22;20;53;11;96;67;55;68;87;82;100
16;5;0;74;8;8;17;31;15;0;3;31;90;9;84;11;0;13
6;4;14;36;13;38;17;12;10;10;44;104;65;4;32;10;17;2
0;20;9;5;0;8;6;51;61;3;35;14;14;18;101;10;16;114
18;107;20;4;6;7;11;56;77;9;32;9;4;47;51;9;18;46
7;0;11;66;14;99;18;35;2;15;14;80;102;9;44;66;36;24
22;117;13;14;40;4;7;88;20;33;3;1;3;208;32;5;7;83
38;21;32;13;4;23;117;23;46;4;108;205;78;0;53;32;41;7
20;92;11;2;12;0;8;28;54;7;2;0;1;116;9;3;1;34
18;103;10;10;6;5;6;56;82;2;5;1;2;11;33;3;0;15
119;29;52;97;24;52;26;13;6;30;10;10;18;7;2;5;5;1
22;36;13;19;35;11;31;33;47;22;27;24;31;64;37;106;93;142
38;41;34;53;36;61;19;69;27;47;30;82;46;26;48;33;48;8
40;4;3;49;16;1;25;6;11;0;7;3;15;22;5;19;1;36
8;3;7;33;3;23;20;3;5;12;18;39;46;1;8;11;10;2
36;15;21;11;15;2;45;6;115;4;38;6;21;4;65;52;19;87
3;17;6;21;1;36;10;140;66;19;21;32;13;24;196;13;31;62
70;66;30;23;39;25;5;54;1;55;2;1;0;89;4;0;0;5
15;58;67;5;3;31;2;7;20;52;21;36;4;8;9;0;36;1
74;62;50;3;29;5;84;5;48;35;65;19;14;26;9;19;14;21
13;20;24;18;2;32;17;26;32;18;38;26;29;5;40;9;16;6
5;203;15;5;9;2;12;52;219;24;11;0;4;75;36;3;9;52
11;11;50;7;1;32;26;11;56;50;123;54;14;1;13;5;42;4
2;47;15;12;11;25;1;43;70;40;1;21;2;25;45;0;27;26
7;10;0;11;38;6;4;30;2;9;1;2;2;38;2;12;1;6
54;17;17;52;45;56;42;84;14;26;12;52;88;26;65;59;25;19
3;1;2;27;43;14;1;2;2;9;2;17;10;5;2;8;5;1
74;3;5;73;88;5;38;8;7;15;4;9;116;8;10;168;13;14
0;1;3;8;9;25;6;10;2;7;26;91;13;2;12;38;46;16
4;15;0;5;43;1;8;3;5;25;1;0;8;41;3;23;19;12
1;47;25;0;4;19;6;18;51;6;52;17;3;22;13;4;16;30
4;8;7;6;1;53;5;34;7;43;5;17;6;11;24;3;3;2
33;12;5;37;43;8;18;15;15;8;7;7;24;62;8;17;3;12
29;5;6;69;4;49;132;12;10;3;19;53;148;3;23;28;12;2
13;5;0;27;8;3;11;6;9;0;1;10;51;1;30;25;2;7
2;24;20;7;2;26;0;50;5;42;7;16;2;82;10;1;9;18
86;18;11;45;63;4;50;2;22;4;10;8;78;1;14;61;12;11
81;74;24;16;90;6;101;10;45;11;18;1;21;19;1;51;2;1
49;12;14;65;322;8;17;10;4;27;2;1;12;26;3;55;4;16
31;70;23;18;26;7;60;19;115;23;31;7;11;61;9;24;13;43
29;11;7;31;84;24;10;8;2;27;5;6;9;24;2;23;16;4
48;16;22;52;106;11;23;6;4;14;4;3;20;3;1;123;11;6
11;38;18;8;37;18;25;16;189;31;34;55;30;39;94;32;31;91
26;17;70;3;8;11;12;8;9;14;21;8;3;6;9;7;5;4
3;44;21;0;3;2;0;9;15;12;8;2;0;42;1;1;3;18
11;15;21;0;37;2;2;8;7;17;12;5;1;43;16;19;10;23
28;15;2;7;7;4;49;25;19;2;3;3;10;7;9;23;7;5
6;1;0;43;5;15;13;40;0;3;0;19;39;8;30;9;11;6
16;13;3;5;16;1;100;1;42;2;53;5;33;4;3;23;3;12
11;1;9;1;12;2;20;4;12;2;12;1;0;7;4;14;5;12
6;50;13;3;2;25;28;22;77;16;127;92;8;3;36;1;64;7
4;0;17;27;12;13;9;1;0;6;15;41;30;3;4;9;19;6
10;10;3;58;29;38;2;233;1;18;2;7;15;87;87;8;5;19
3;24;2;5;25;1;1;28;62;28;4;5;9;83;134;11;23;81
1;7;29;2;2;11;12;3;17;11;108;56;7;5;33;5;54;3
28;13;18;25;15;6;17;4;7;30;5;1;16;11;0;6;5;3
31;15;82;35;27;67;10;13;5;107;2;10;15;1;3;19;16;1
40;41;23;14;16;8;19;24;31;7;23;16;24;14;73;18;15;28
86;9;22;10;104;9;111;13;11;27;50;17;20;22;2;63;22;9
7;52;20;3;0;16;1;24;47;4;12;13;5;23;41;0;7;30
102;25;172;26;41;63;16;10;4;125;34;14;3;39;0;12;38;9
3;3;13;21;8;61;2;25;3;10;52;118;18;2;18;6;53;5
100;10;16;41;38;10;181;1;9;3;6;0;53;6;1;76;6;5
