q0p0;q0p1;q1p0;q1p1;s02;s03;s12;s13;cheapest; 2nd;3rd;most expensive
24.0;19.0;40.0;27.0;-15.0;-10.0;-5.0;-13.0;-0.12851969946503716;0.09995976625058411;0.3284392319662057;0.47123889803846886
0.0;0.0;39.0;20.0;-5.0;-10.0;0.0;-19.0;-0.7853981633974483;-0.5416539057913436;0.10833078115826883;0.24374425760610474
8.0;5.0;20.0;21.0;-1.0;-18.0;-7.0;-7.0;0.26179938779914913;0.543737190044387;0.5840140189365639;0.9062286500739786
37.0;19.0;14.0;45.0;-13.0;-9.0;-14.0;-5.0;-0.7321508302857569;-0.2263011657246886;0.3327958319480714;0.7055271637299111
15.0;13.0;7.0;48.0;-16.0;-2.0;-1.0;-20.0;-0.831598055362004;-0.5312987575923914;-0.023099945982277825;0.43889897366328
0.0;36.0;48.0;22.0;-10.0;0.0;-1.0;-1.0;-0.9478943351348513;-0.5145712105017763;1.1102230246251565e-16;0.704150077528747
34.0;23.0;22.0;37.0;-14.0;-5.0;-10.0;-16.0;0.10373183290154997;0.31119549870464946;0.3704708317912495;1.0224994957438482
23.0;46.0;36.0;47.0;-3.0;0.0;-19.0;-9.0;0.33319922083528103;0.49979883125292157;0.6663984416705621;0.9995976625058431
1.0;13.0;49.0;33.0;-11.0;-16.0;-6.0;-9.0;-0.7612320660621423;-0.30207621669132634;-0.25374402202071406;0.15707963267948966
10.0;26.0;34.0;33.0;-1.0;-4.0;-13.0;-10.0;0.25065898831833466;0.3843437820881131;0.5180285758578915;0.5848709727427808
36.0;6.0;16.0;35.0;-9.0;-17.0;-17.0;-9.0;-0.6964851637675483;0.10373183290154986;0.42974616487784933;0.7557604968541485
19.0;21.0;29.0;14.0;-12.0;-15.0;-14.0;-16.0;-0.05235987755982974;-0.01745329251994321;0.5759586531581288;0.5759586531581289
21.0;45.0;46.0;2.0;-2.0;-20.0;-16.0;-5.0;-0.85679799643358;0.07139983303613168;0.6187985529798077;0.85679799643358
