q0p0;q0p1;q1p0;q1p1;s02;s03;s12;s13;cheapest; 2nd;3rd;most expensive
28.0;10.0;25.0;19.0;-2.0;-8.0;-15.0;-12.0;-0.09132536783691236;0.018265073567382828;0.7123378691279185;1.150699634745099
42.0;42.0;27.0;7.0;-15.0;-1.0;-17.0;-6.0;0.1464301660571513;0.27954849883637983;0.38604316505976266;0.43929049817145405
24.0;17.0;32.0;35.0;-15.0;-18.0;-16.0;-9.0;0.22228249907474962;0.45938383142114914;0.45938383142114914;0.5186591645077491
21.0;16.0;47.0;31.0;-8.0;-2.0;-1.0;-3.0;-0.4141190316095639;-0.2427594323228479;0.042839899821678684;0.09995976625058389
36.0;16.0;30.0;42.0;-9.0;-16.0;-11.0;-14.0;-0.10833078115826877;0.13541347644783597;0.4874885152122095;0.6229019916600453
47.0;0.0;20.0;8.0;-2.0;-5.0;-20.0;-14.0;-1.090179540238249;-0.9495112124655717;0.22272485230673933;0.5743956717384325
12.0;4.0;8.0;38.0;-5.0;-7.0;-4.0;-2.0;-1.3439035240356336;-1.0995574287564276;-0.2268928027592627;-0.1221730476396029
41.0;13.0;20.0;17.0;-15.0;-6.0;-16.0;-15.0;-0.6200511816295644;-0.5649355210402698;0.23424155750450204;0.399588539272386
48.0;6.0;4.0;32.0;-20.0;-16.0;-10.0;-12.0;-0.9701977312556713;-0.36959913571644615;-0.23099945982277892;0.5081988116101137
45.0;11.0;38.0;49.0;-11.0;0.0;-19.0;-17.0;-0.34649918973416827;-0.04619989196455543;0.6236985415215032;1.131897353131617
32.0;9.0;20.0;20.0;-11.0;-5.0;-2.0;-6.0;-0.31050625064550263;-0.16438566210644245;0.34703639778026796;0.5662172805888582
19.0;6.0;35.0;35.0;-2.0;-5.0;-5.0;-13.0;-0.16362461737446865;0.0981747704246807;0.5235987755982985;0.6217735460229796
18.0;34.0;31.0;12.0;-12.0;-18.0;-2.0;-3.0;-0.3624914600295916;0.39269908169872414;0.5739448117135197;1.1780972450961724
3.0;30.0;43.0;29.0;-2.0;-1.0;-16.0;-4.0;-0.2529248322805342;0.09318283294545998;0.38604316505976266;0.43929049817145405
6.0;19.0;34.0;14.0;-11.0;-18.0;-8.0;-13.0;-0.6645676767209179;-0.12083048667653062;0.151038108345663;0.6343600550517849
28.0;0.0;19.0;46.0;-13.0;-13.0;-15.0;-17.0;-0.9848643636253716;-0.361532487913111;-0.2368661127706589;0.43633231299858255
32.0;11.0;27.0;48.0;-15.0;-1.0;-2.0;-5.0;-0.3365992128846205;-0.1371330126566972;0.11219973762820701;0.7355316133404677
15.0;29.0;43.0;6.0;-4.0;-4.0;-2.0;-7.0;-1.162389281828223;-0.8168140899333459;4.440892098500626e-16;0.5026548245743673
