q0p0;q0p1;q1p0;q1p1;s02;s03;s12;s13;cheapest; 2nd;3rd;most expensive
26.0;27.0;0.0;16.0;-5.0;-18.0;-9.0;-18.0;0.15707963267948966;0.26179938779914946;0.36651914291880927;0.4014257279586957
20.0;22.0;8.0;7.0;-14.0;-9.0;-1.0;-15.0;0.14858884172384146;0.14858884172384157;0.3184046608368033;0.7853981633974483
41.0;14.0;17.0;14.0;-17.0;-12.0;-16.0;-6.0;-0.5687366010809107;-0.3791577340539405;0.1354134764478362;0.18957886702697047
45.0;40.0;41.0;9.0;-10.0;-9.0;-11.0;-6.0;-0.2243994752564138;-0.16829960644231035;0.5329487537339828;0.7012483601762931
14.0;11.0;24.0;38.0;-8.0;-5.0;-13.0;-5.0;-0.4773988836337431;-0.23099945982277892;0.20019953184640826;0.2925993157755199
4.0;44.0;48.0;49.0;0.0;-7.0;-19.0;-20.0;0.05691291039111934;0.19350389532980605;0.6715723426152092;0.6715723426152093
41.0;40.0;13.0;47.0;-8.0;-19.0;-20.0;-10.0;-0.17583540971584655;0.12894596712495443;0.6681745569202173;0.8557323272837871
42.0;41.0;34.0;23.0;-2.0;-10.0;-18.0;-13.0;0.3926990816987239;0.49741883681838384;0.5497787143782136;0.9948376736367677
22.0;7.0;11.0;4.0;-5.0;-12.0;-1.0;-8.0;-0.5543987035746695;-0.04619989196455576;0.09239978392911158;0.6005985955392252
22.0;15.0;17.0;42.0;-6.0;-15.0;-4.0;-5.0;-0.34447287868309134;-0.20668372720985478;0.23424155750450204;0.3169150483884441
32.0;27.0;47.0;14.0;-18.0;-2.0;-15.0;-10.0;-0.30207621669132634;0.012083048667652974;0.3745745086972445;0.42290670336785663
2.0;21.0;18.0;14.0;-15.0;-7.0;-9.0;-20.0;0.13409236936054003;0.2873407914868715;0.5172134246763687;1.0918950076501113
20.0;45.0;15.0;28.0;-11.0;-2.0;-15.0;-5.0;-0.5497787143782138;0.0;0.026179938779914813;0.6021385919380436
33.0;44.0;42.0;34.0;-16.0;-16.0;-4.0;-17.0;0.2703829742843673;0.47638904992959974;0.5278905688409077;1.0686565174096425
19.0;35.0;37.0;27.0;-5.0;-11.0;-19.0;-9.0;0.2243994752564138;0.6731984257692414;0.7292982945833448;0.7292982945833448
18.0;47.0;12.0;0.0;-15.0;-7.0;-13.0;-13.0;-0.9374107111517931;-0.8360690126488965;-0.35469594476013794;-0.05067084925144827
11.0;47.0;40.0;8.0;-1.0;-11.0;-19.0;-4.0;-0.8091981077428255;0.19039955476301773;0.21419949910839486;0.6187985529798077
23.0;48.0;22.0;35.0;-9.0;-15.0;-7.0;-1.0;-0.33659921288462047;-0.1620662876851876;0.3365992128846209;0.8103314384259388
22.0;46.0;48.0;9.0;-13.0;-12.0;0.0;-15.0;-0.7604648883689576;-0.23686611277065883;0.18699956271367835;1.1095307387678242
18.0;34.0;14.0;31.0;-6.0;-19.0;-16.0;-6.0;0.10373183290154986;0.22228249907474962;0.28155783216134955;1.0817748288304478
22.0;3.0;27.0;13.0;-15.0;-9.0;-4.0;-18.0;-0.5410520681182421;0.43633231299858233;0.43633231299858244;0.7155849933176751
43.0;17.0;43.0;16.0;-12.0;-20.0;-6.0;-16.0;-0.43633231299858233;0.1121997376282069;0.48619886305556337;0.9848643636253717
1.0;42.0;10.0;46.0;-2.0;-7.0;-6.0;-19.0;-0.7612320660621423;-0.012083048667653085;0.1329135353441835;0.6887337740562238
2.0;5.0;20.0;39.0;-2.0;-2.0;-2.0;-2.0;-1.360079746371191;-1.2451434297764425;-0.632149741271117;-0.5172134246763684
8.0;22.0;15.0;39.0;-19.0;-3.0;-15.0;-13.0;-0.7041500775287467;-0.21666156231653738;0.3791577340539406;0.4874885152122094
36.0;22.0;11.0;45.0;-18.0;-6.0;-2.0;-2.0;-0.2867326628276398;-0.2368661127706589;0.6108652381980154;0.8601979884829195
46.0;37.0;22.0;4.0;-1.0;-5.0;-19.0;-18.0;-0.4229067033678569;-0.012083048667653196;0.10874743800887743;0.6404015793856115
18.0;2.0;10.0;0.0;-5.0;-11.0;-10.0;-4.0;-0.6770673822391795;-0.460405819922642;-0.18957886702697013;0.6770673822391798
15.0;39.0;1.0;23.0;-1.0;-18.0;-9.0;-19.0;-0.40624042934350774;-0.2708269528956719;0.027082695289567305;0.3520750387643736
13.0;48.0;42.0;36.0;-5.0;-19.0;-17.0;-5.0;-0.3165037374885238;0.1523906884204005;0.6916192782156635;0.8322876059883408
24.0;34.0;35.0;42.0;-13.0;-1.0;-4.0;-20.0;0.32936052013441397;0.5827147663916552;0.8107335880231724;0.8107335880231727
20.0;39.0;12.0;0.0;-19.0;-1.0;-18.0;-1.0;-0.46040581992264207;-0.297909648185239;0.08124808586870158;0.21666156231653755
4.0;42.0;8.0;47.0;0.0;-14.0;-7.0;-20.0;-0.6681745569202171;-0.08205652453406154;0.0586118032386157;0.6681745569202173
