q0p0;q0p1;q1p0;q1p1;s02;s03;s12;s13;cheapest; 2nd;3rd;most expensive
26.0;2.0;44.0;4.0;-16.0;-4.0;-19.0;-17.0;-1.2092638388817853;-0.2867326628276397;-0.26179938779914913;0.41139903797009225
33.0;36.0;9.0;21.0;0.0;-7.0;-15.0;-19.0;0.12851969946503694;0.3569991651806581;0.47123889803846886;0.614038564110732
49.0;25.0;32.0;33.0;-12.0;-5.0;-6.0;-9.0;-0.1673799364617513;-0.11587841755044326;0.34763525265132955;0.553641328296562
41.0;36.0;42.0;24.0;-20.0;-19.0;-13.0;-12.0;0.32936052013441386;0.38003136938586213;0.7600627387717243;0.8107335880231727
49.0;44.0;34.0;19.0;-13.0;-1.0;-9.0;-9.0;1.1102230246251565e-16;0.3293605201344138;0.38003136938586213;0.40536679401158615
34.0;38.0;41.0;12.0;-14.0;-9.0;-15.0;-12.0;-0.05609986881410345;-0.028049934407051724;0.6170985569551379;0.7012483601762931
8.0;37.0;1.0;11.0;-4.0;-12.0;-4.0;-5.0;-1.0418547065476356;-0.9777405707600888;-0.11219973762820695;0.17631387341575366
40.0;36.0;9.0;11.0;-8.0;-19.0;-16.0;-13.0;-0.06655916638961434;0.013311833277922847;0.06655916638961423;0.2529248322805342
7.0;20.0;49.0;21.0;-12.0;-18.0;-1.0;-1.0;-0.8557323272837869;-0.15239068842040032;-0.05861180323861548;0.5040615078520938
33.0;20.0;17.0;21.0;-4.0;-19.0;-2.0;0.0;0.4229067033678566;0.42290670336785663;0.6041524333826523;0.7551905417283156
32.0;12.0;48.0;36.0;-19.0;-2.0;-11.0;-19.0;-0.33994845878397;0.1289459671249542;0.4102826226703089;0.5275062291475401
8.0;40.0;15.0;34.0;-8.0;-2.0;-8.0;-10.0;-0.9424777960769379;-0.15707963267948943;0.06283185307179584;0.5969026041820609
49.0;25.0;22.0;24.0;-7.0;-10.0;-17.0;-12.0;-0.42839899821678995;-0.26179938779914935;0.35699916518065833;0.38079910952603546
28.0;13.0;5.0;46.0;0.0;-16.0;0.0;-8.0;-0.6840564648945517;-0.3040250955086896;0.1520125477543448;0.32936052013441386
