1010;1001;0110;0101
59;71;96;205
20;21;167;138
32;252;122;216
204;135;126;73
165;32;44;68
212;157;145;121
55;125;28;91
74;193;9;186
183;232;234;155
186;91;199;214
50;56;232;249
120;64;213;8
250;78;61;182
150;31;273;90
128;36;7;103
1;209;42;119
25;110;63;159
136;204;181;219
120;204;121;207
66;53;174;121
91;270;150;25
70;95;23;21
169;103;120;85
73;131;103;281
214;133;144;78
69;10;137;109
111;65;55;292
208;34;67;90
46;103;38;22
203;122;66;281
128;132;270;147
28;131;40;160
291;179;72;1
199;56;115;159
101;149;24;9
30;286;40;53
362;163;137;3
74;121;169;9
52;10;254;48
122;3;215;297
4;225;80;198
25;65;211;277
21;145;23;181
67;27;134;204
131;99;19;20
39;80;30;78
76;173;7;198
92;155;274;74
145;90;44;214
154;79;8;28
127;224;215;222
373;164;303;218
190;179;249;245
20;18;45;80
56;234;124;62
47;48;77;30
84;3;74;57
170;106;205;181
32;252;15;200
112;85;317;162
339;303;94;26
158;162;125;238
154;42;107;241
89;151;59;210
58;49;287;86
134;174;13;198
138;360;192;189
39;182;137;184
95;263;243;82
14;154;10;137
26;26;137;39
7;86;64;9
177;127;1;3
1;114;47;287
84;78;215;172
191;17;120;316
177;13;238;239
179;215;72;83
294;121;127;15
119;81;358;105
240;46;44;105
202;23;72;125
19;54;19;20
98;133;26;10
30;80;218;24
108;141;187;114
83;93;61;25
92;89;115;261
96;170;122;212
116;30;126;213
27;6;14;58
37;127;77;187
29;195;37;162
88;199;97;166
193;10;49;276
137;70;184;67
252;13;125;243
116;266;116;118
138;259;61;144
255;105;29;114
15;39;189;83
200;137;194;209
32;107;134;221
102;178;33;40
124;13;193;10
18;7;320;105
158;66;66;42
25;38;36;11
191;17;67;56
66;221;22;19
128;29;236;75
46;22;205;201
59;169;73;169
210;172;138;131
36;77;30;70
48;105;24;45
43;111;219;220
130;192;8;21
106;130;160;38
66;114;23;141
109;41;75;214
75;26;210;62
138;291;80;227
73;187;40;90
131;52;202;266
28;113;138;175
0;8;278;236
116;76;257;61
127;242;69;17
113;76;112;50
32;91;12;162
105;168;279;197
63;221;200;271
76;249;206;185
8;107;50;44
36;0;13;66
210;240;69;132
170;232;170;144
121;135;225;44
48;333;206;17
126;290;6;1
34;233;152;77
229;38;169;27
80;102;19;136
0;10;176;240
30;156;52;147
48;53;27;95
239;50;153;123
185;212;139;5
221;376;57;32
148;121;87;13
44;90;102;96
238;267;70;103
206;383;85;161
142;169;233;105
177;173;55;91
119;39;160;122
169;42;77;10
218;151;20;156
13;50;12;41
352;100;114;53
147;121;90;39
65;20;40;16
81;69;69;103
26;2;258;38
326;105;80;100
32;264;224;6
18;34;99;80
46;190;164;130
100;51;80;42
6;199;158;119
104;54;340;202
185;156;134;217
168;24;43;48
175;15;23;100
64;75;36;2
237;165;129;69
79;353;65;97
118;182;14;142
126;96;7;124
10;168;33;8
78;242;140;137
152;4;30;156
244;33;41;44
233;161;199;14
163;2;181;182
184;36;109;74
94;124;281;189
49;25;12;66
134;113;191;23
134;245;70;167
48;263;52;331
229;92;54;116
238;103;211;41
62;38;45;40
24;109;106;244
22;51;361;55
142;179;34;212
310;50;4;90
214;101;226;247
118;185;0;151
188;225;150;181
276;67;63;110
59;112;356;117
53;224;10;62
138;196;165;127
170;34;144;70
104;180;276;80
95;169;101;79
118;297;54;101
81;3;356;76
7;4;109;22
34;189;98;171
158;352;3;7
33;110;32;18
48;288;122;79
118;57;116;192
7;25;217;51
76;43;190;196
52;75;138;179
80;70;182;90
306;88;11;17
79;260;8;175
89;57;76;46
94;77;81;95
61;47;32;11
221;72;9;30
280;239;239;213
213;86;211;58
138;364;73;143
120;65;239;40
99;67;94;99
24;276;193;59
116;24;92;44
119;40;366;435
249;75;65;17
133;247;22;25
253;133;228;187
298;111;157;29
37;32;70;24
218;83;37;157
178;192;115;147
28;276;13;237
200;5;55;183
76;2;32;66
93;236;350;280
29;12;91;74
2;45;35;120
26;31;33;61
266;124;58;187
257;247;105;115
181;196;369;172
147;174;0;56
4;2;73;95
170;41;238;7
76;130;30;6
179;232;330;137
228;38;17;161
243;46;265;200
170;17;138;129
8;146;362;150
200;113;7;5
227;191;83;129
261;98;104;144
150;105;108;18
171;331;86;15
7;92;25;17
11;16;93;320
279;138;40;169
135;113;128;62
77;120;109;94
85;67;64;24
37;89;120;152
194;201;135;221
132;149;206;194
19;242;123;54
240;2;200;60
76;190;158;37
105;127;12;209
234;22;131;86
159;163;19;57
119;76;143;58
228;131;47;253
205;42;41;132
266;54;100;16
31;209;102;191
137;218;157;94
159;129;149;6
7;251;29;255
75;88;11;229
53;158;146;238
289;263;270;143
94;21;20;15
64;46;124;17
29;91;14;74
66;168;49;89
341;90;105;253
117;209;267;227
120;16;51;112
35;138;255;157
129;233;125;172
113;162;126;13
94;79;105;135
178;148;325;151
170;204;108;139
26;32;6;65
156;63;201;66
10;63;113;57
170;16;100;3
144;31;153;68
100;279;1;178
108;88;185;141
175;3;57;85
237;156;176;258
107;188;238;202
87;75;10;16
126;146;150;98
37;9;32;69
20;72;167;184
129;199;136;149
18;210;22;119
145;23;63;100
181;128;87;252
10;24;33;106
136;189;17;14
157;37;246;153
0;11;133;63
3;186;120;330
72;136;124;130
190;69;191;327
78;274;106;108
188;45;147;208
25;110;45;206
109;216;168;82
12;25;72;58
155;11;97;61
142;169;8;36
26;61;53;52
19;73;20;59
212;216;63;150
189;185;250;16
174;32;123;141
352;93;139;254
36;171;227;66
0;18;156;33
225;163;148;106
33;233;259;112
134;24;195;28
224;238;269;305
41;25;56;59
171;112;127;217
409;173;220;102
103;219;11;139
222;76;87;5
261;141;75;231
46;20;254;33
152;134;324;272
219;170;113;194
58;236;51;197
170;80;90;89
48;61;33;38
22;21;43;53
205;256;238;301
12;34;292;182
49;116;59;164
70;175;275;163
90;166;124;251
58;119;250;181
145;152;136;1
159;28;62;111
187;115;9;193
87;60;73;57
78;59;235;154
89;184;65;233
188;209;45;30
92;154;71;86
20;215;113;102
54;60;216;193
170;143;230;164
233;5;100;94
173;49;206;91
59;117;52;107
185;15;162;221
111;375;185;94
53;4;27;53
278;185;57;47
13;99;50;64
193;1;247;280
204;113;103;84
224;1;124;79
124;74;52;148
25;69;84;29
51;299;124;39
252;208;134;105
6;208;110;154
19;252;2;73
247;114;66;25
192;11;67;202
171;107;288;167
173;183;101;127
228;77;95;39
34;199;4;159
152;21;93;10
100;173;33;17
90;57;275;207
192;165;116;142
36;0;116;291
6;217;57;1
219;48;355;111
189;179;156;40
130;224;240;58
136;3;148;158
136;229;68;4
255;189;111;106
66;65;144;116
115;98;33;189
22;1;264;212
16;18;76;19
130;41;232;301
118;87;100;158
16;68;227;70
146;31;17;10
177;154;106;5
117;192;173;167
33;262;13;87
113;94;397;244
283;225;277;264
16;99;155;252
46;162;108;59
58;25;10;25
164;138;232;312
164;244;205;83
