q0p0;q0p1;q1p0;q1p1;s02;s03;s12;s13;cheapest; 2nd;3rd;most expensive
22.0;13.0;1.0;46.0;-8.0;0.0;-9.0;-4.0;-1.4422766273298595;-1.1566772951853328;-0.014279966607226413;0.3569991651806582
4.0;10.0;48.0;26.0;-13.0;-18.0;-19.0;-14.0;-0.7385087208065557;-0.5040615078520936;-0.10550124582950793;-0.10550124582950793
34.0;10.0;49.0;0.0;-10.0;-8.0;-8.0;-12.0;-1.4806686687001074;-0.7596474039417944;-0.11587841755044326;0.45063829047394566
34.0;23.0;35.0;32.0;-9.0;-15.0;-15.0;-15.0;0.31415926535897953;0.40840704496667324;0.6597344572538568;0.9424777960769382
26.0;37.0;22.0;48.0;-18.0;-2.0;-7.0;-2.0;-0.35699916518065844;0.16659961041764038;0.6425984973251848;0.9043978851243342
18.0;41.0;36.0;32.0;-19.0;-12.0;-6.0;-13.0;0.05235987755982974;0.13089969389957457;0.7068583470577032;0.9948376736367674
45.0;28.0;2.0;41.0;-7.0;-5.0;-11.0;-5.0;-0.8975979010256552;-0.30854927847756897;0.3646491472916724;0.8414980322115517
49.0;4.0;9.0;46.0;-3.0;-10.0;-6.0;-9.0;-1.3711188276260537;-0.4659141647272999;-0.09318283294546004;0.705527163729911
4.0;49.0;39.0;8.0;-3.0;-8.0;0.0;-8.0;-1.58457524194222;-0.5924933513349171;-0.3444728786830913;0.7302825028081537
31.0;46.0;8.0;15.0;-11.0;-1.0;-7.0;-7.0;-0.675166842218859;-0.20668372720985478;-0.15156806662056022;0.04133674544197097
15.0;22.0;48.0;18.0;-16.0;-10.0;-9.0;-13.0;-0.6135923151542566;-0.5154175447295755;-0.024543692606170286;0.3190680038802133
23.0;28.0;15.0;39.0;-12.0;-10.0;0.0;-8.0;-0.44659895565737256;0.0769998199409263;0.3541991717282611;0.5697986675628547
47.0;20.0;31.0;0.0;-1.0;-13.0;0.0;-9.0;-1.0471975511965979;-0.44505895925855427;-1.6653345369377348e-16;0.6806784082777881
16.0;46.0;10.0;3.0;-7.0;-17.0;-3.0;-13.0;-1.0347309136823524;-0.6108652381980153;-0.18699956271367807;0.2368661127706591
37.0;43.0;42.0;5.0;-13.0;-11.0;-7.0;-18.0;-0.1931306959174055;-0.16737993646175153;0.7338966444861399;1.0429057579539884
16.0;35.0;10.0;11.0;-11.0;-6.0;-8.0;-19.0;-0.26179938779914946;-0.0872664625997166;0.08726646259971638;0.378154671265438
36.0;33.0;25.0;3.0;-1.0;-11.0;-17.0;-4.0;-0.014818833271649678;0.10373183290154997;0.3704708317912493;0.9335864961139482
17.0;15.0;47.0;18.0;-1.0;-14.0;-13.0;-9.0;-0.7338966444861403;-0.6566443661191781;-0.012875379727827152;0.3476352526513295
43.0;14.0;46.0;29.0;-14.0;-19.0;-15.0;-5.0;-0.06041524333826542;0.10874743800887743;0.3020762166913262;0.8337303580680605
38.0;16.0;36.0;6.0;-3.0;-17.0;-5.0;-14.0;-0.6711584305396376;-0.12851969946503716;0.44267896482401614;1.1281173619708802
2.0;38.0;21.0;28.0;-2.0;-19.0;-17.0;-5.0;-0.48226203015632796;-0.20668372720985495;0.3720307089777384;0.8956294845760374
23.0;39.0;34.0;40.0;-3.0;-15.0;-9.0;0.0;0.2998792987517529;0.4712388980384688;0.7568382301829953;1.1852372283997854
47.0;35.0;23.0;24.0;-10.0;-4.0;-1.0;-12.0;-0.14643016605715153;0.11980649950130551;0.1996774991688426;0.38604316505976255
21.0;8.0;19.0;21.0;-19.0;-10.0;-7.0;-9.0;0.667588438887831;0.667588438887831;0.7068583470577035;1.1388273369263
33.0;4.0;37.0;7.0;-17.0;-3.0;-7.0;-15.0;-0.9890199094634533;0.11635528346628865;0.20362174606600508;0.6690428799311596
23.0;15.0;40.0;46.0;-18.0;0.0;-9.0;-19.0;0.03624914600295903;0.10874743800887732;0.1329135353441835;0.6887337740562238
21.0;32.0;29.0;5.0;-3.0;-17.0;-14.0;-17.0;-0.432770416565941;-0.08014266973443362;0.7853981633974482;0.7853981633974483
6.0;12.0;49.0;30.0;-14.0;-19.0;-16.0;-8.0;-0.6467984875037809;-0.25409940580505663;-0.0923997839291113;2.220446049250313e-16
16.0;40.0;18.0;8.0;-2.0;-4.0;-11.0;-6.0;-0.7237983074447073;-0.35419917172826104;-0.04619989196455576;0.10779974791729674
23.0;28.0;49.0;5.0;-2.0;-2.0;-4.0;-13.0;-0.8614044372746206;-0.7093918895202758;0.40536679401158626;0.48137306788875855
18.0;24.0;27.0;36.0;-20.0;-1.0;-1.0;-14.0;0.028049934407051724;0.6170985569551379;0.7292982945833448;0.8134480978045
37.0;26.0;13.0;44.0;-3.0;-6.0;-3.0;-3.0;-0.6597344572538564;-0.3141592653589791;0.31415926535897964;0.5654866776461631
1.0;6.0;2.0;17.0;-10.0;-15.0;-12.0;-19.0;-0.1745329251994331;-0.043633231299858355;0.26179938779914924;0.30543261909900754
17.0;6.0;23.0;33.0;-13.0;-1.0;-8.0;-16.0;-0.1442568055219804;-0.08014266973443351;0.04808560184066002;0.7533410955036747
29.0;15.0;23.0;8.0;-1.0;-14.0;-3.0;-7.0;-0.2374459563759726;0.018265073567382606;0.45662683918456315;1.0411091933408037
26.0;17.0;13.0;13.0;-7.0;-13.0;-5.0;-11.0;-0.02013841444608855;0.22152255890697248;0.26179938779914913;0.5034603611522102
42.0;49.0;33.0;4.0;-4.0;-9.0;0.0;-10.0;-0.5724088309506827;-0.4126668316156085;0.3327958319480713;0.6256561640623738
3.0;40.0;46.0;27.0;-10.0;-1.0;-10.0;-17.0;-0.36153248791311104;-0.11219973762820673;0.16206628768518783;0.810331438425939
34.0;5.0;38.0;32.0;-13.0;-18.0;-8.0;-6.0;0.028049934407051724;0.14024967203525862;0.504898819326931;0.8134480978045
22.0;40.0;43.0;22.0;-14.0;-18.0;-12.0;-4.0;-0.2961337337400216;0.34763525265132933;0.5278905688409075;0.8626504417644101
43.0;22.0;38.0;0.0;-1.0;-2.0;-4.0;-4.0;-1.3535585369190066;-0.5848709727427805;-0.08355299610611133;0.7185557665125593
35.0;14.0;1.0;25.0;-4.0;-19.0;-19.0;-13.0;-0.8144869842640206;0.058177641733144325;0.2327105669325772;0.49450995473172665
7.0;13.0;26.0;1.0;-15.0;-14.0;-20.0;-4.0;-0.5122161935200752;0.03414774623467143;0.30732971611204474;0.3414774623467165
45.0;30.0;2.0;18.0;-10.0;-6.0;-7.0;-3.0;-0.7853981633974483;-0.4426789648240163;-0.21419949910839498;0.12851969946503705
22.0;18.0;25.0;23.0;-19.0;-1.0;-19.0;-5.0;0.5354987477709876;0.6782984138432511;0.9638977459877774;1.2494970781323043
2.0;13.0;11.0;0.0;-20.0;-14.0;-16.0;-9.0;-0.07139983303613184;0.16659961041764038;0.6901983860159392;0.880597940778957
5.0;18.0;37.0;11.0;-1.0;-7.0;0.0;-17.0;-0.6108652381980153;-0.5235987755982989;0.31997702953229373;0.727220521664304
48.0;45.0;27.0;5.0;-6.0;-16.0;-6.0;-5.0;-0.2699806186678728;-0.07363107781851075;0.4417864669110647;0.5154175447295755
13.0;3.0;17.0;4.0;-19.0;-5.0;-6.0;-2.0;0.34906585039886573;0.6108652381980151;0.6544984694978735;0.7417649320975899
8.0;14.0;30.0;14.0;-11.0;-1.0;-5.0;-8.0;-0.3256528970184538;-0.287340791486871;-0.05746815829737395;0.4022771080816203
3.0;49.0;41.0;43.0;-1.0;-2.0;-3.0;-4.0;-0.7261228303108482;-0.6964851637675483;0.5779344975943489;0.6075721641376488
13.0;38.0;40.0;47.0;-20.0;-2.0;-15.0;-16.0;-0.17583540971584655;0.4102826226703089;0.5275062291475403;0.6681745569202173
5.0;36.0;23.0;28.0;-13.0;-15.0;-13.0;-15.0;-0.5081988116101136;-0.415799027681002;0.4465989556573726;0.5389987395864841
31.0;47.0;35.0;17.0;-15.0;-3.0;-4.0;-11.0;-0.0760062738771724;0.0760062738771724;0.12667712312862067;0.7600627387717241
11.0;9.0;16.0;16.0;-17.0;-18.0;-15.0;-13.0;0.5543987035746694;0.6005985955392251;0.6005985955392251;0.6929983794683368
32.0;15.0;34.0;16.0;-20.0;-14.0;-15.0;-4.0;0.17453292519943286;0.378154671265438;0.378154671265438;0.727220521664304
45.0;32.0;21.0;17.0;-14.0;-9.0;-1.0;0.0;0.06655916638961423;0.14643016605715137;0.14643016605715142;0.17305383261299712
39.0;26.0;31.0;14.0;-13.0;-11.0;-16.0;-19.0;-0.24374425760610463;0.297909648185239;0.3249923434748062;0.731232772818314
37.0;43.0;45.0;37.0;-1.0;-18.0;-4.0;-19.0;0.4172427743048943;0.5399612373357456;1.030835089459151;1.1044661672776614
27.0;30.0;23.0;47.0;-7.0;-15.0;-10.0;-20.0;0.05861180323861559;0.0586118032386157;0.3868379013748626;0.4337273439657552
44.0;42.0;42.0;24.0;-5.0;-13.0;-16.0;-17.0;0.21888145537305914;0.3733860121069834;0.708145885030486;1.0429057579539887
17.0;19.0;49.0;21.0;-14.0;-11.0;-1.0;-1.0;-0.6357985132265055;-0.3365992128846204;-0.012466637514244927;0.36153248791311154
25.0;46.0;25.0;19.0;0.0;-15.0;-7.0;-1.0;-0.45063829047394577;0.09012765809478912;0.45063829047394555;0.45063829047394555
6.0;21.0;2.0;24.0;-4.0;-17.0;-4.0;-2.0;-0.24902868595528838;0.09578026382895732;0.32565289701845423;1.2451434297764425
6.0;40.0;6.0;15.0;-1.0;-16.0;-7.0;-7.0;-0.8695479666186035;-0.7012483601762931;0.08414980322115517;0.3365992128846207
35.0;32.0;24.0;37.0;-20.0;-16.0;-12.0;-11.0;0.3720307089777386;0.5098198604509752;0.8405138239867429;0.8956294845760373
20.0;34.0;9.0;39.0;-18.0;-13.0;-2.0;-19.0;-0.5145712105017766;0.297909648185239;0.433323124633075;0.6499846869496126
5.0;14.0;23.0;33.0;-2.0;-20.0;-4.0;-18.0;-0.044456499814949924;0.19264483253144954;0.2815578321613492;0.4001084983345491
27.0;32.0;27.0;39.0;-13.0;-3.0;-16.0;-6.0;0.18563956589394215;0.24275943232284747;0.8139580966119006;0.871077963040806
21.0;33.0;34.0;32.0;-4.0;-7.0;-11.0;-5.0;0.4014257279586959;0.575958653158129;0.7504915783575619;0.8901179185171081
42.0;47.0;25.0;29.0;-15.0;-1.0;-1.0;-20.0;0.26961429489763167;0.36339318007941657;0.6916192782156636;0.7150639995111099
22.0;49.0;22.0;48.0;-10.0;-1.0;-6.0;-3.0;-0.6522798306182198;0.1730538326129969;0.2795484988363798;0.9451401627325223
4.0;38.0;34.0;12.0;-2.0;-12.0;-14.0;-16.0;-0.8435758051305926;0.029088820866572163;0.08726646259971649;0.727220521664304
47.0;6.0;33.0;37.0;-1.0;-16.0;-14.0;-1.0;-0.536065413112544;-0.11219973762820667;0.5360654131125442;0.8103314384259387
6.0;4.0;31.0;25.0;-15.0;-16.0;-10.0;-15.0;-0.2840801867607791;-0.25065898831833455;-0.01671059922122231;0.08355299610611155
34.0;10.0;16.0;10.0;-9.0;-14.0;-14.0;-19.0;-0.6372098306809486;-0.3111954987046493;0.22228249907474962;0.548296831051049
41.0;5.0;43.0;49.0;0.0;-12.0;-13.0;0.0;-0.48137306788875855;5.551115123125783e-17;0.6080501910173793;0.7600627387717243
37.0;37.0;28.0;18.0;-10.0;-14.0;-7.0;-5.0;0.20019953184640826;0.47739888363374294;0.6313985235155956;0.7237983074447072
14.0;15.0;34.0;21.0;-5.0;-20.0;-17.0;-2.0;-0.17453292519943298;0.3199770295322937;0.3781546712654379;0.6399540590645874
6.0;9.0;7.0;31.0;-13.0;-4.0;-11.0;-12.0;-0.9638977459877774;-0.7853981633974483;0.03569991651806581;0.21419949910839509
19.0;45.0;21.0;33.0;-10.0;-17.0;0.0;-20.0;-0.18124573001479583;-0.06041524333826542;0.4954049953737749;0.6887337740562238
