1010;1001;0110;0101
854;946;114;406
166;212;822;923
466;132;1757;485
344;202;914;551
380;232;1128;314
809;719;771;209
307;580;344;227
687;335;741;176
727;102;1402;215
245;323;474;671
204;287;468;1104
96;691;155;1921
1015;231;555;133
219;607;239;639
330;1111;159;963
148;657;307;771
384;105;1698;473
573;1872;127;257
217;1764;169;788
995;1227;144;256
191;217;819;1195
434;213;749;384
1516;367;713;130
84;469;353;1765
162;694;119;866
320;1066;395;793
138;846;188;825
578;868;364;639
631;616;317;293
625;643;286;349
710;168;549;182
305;388;354;535
513;205;875;384
635;165;925;194
456;370;348;319
141;292;533;1565
222;1043;224;606
1433;652;239;89
547;184;525;250
185;549;261;864
1493;151;583;334
286;340;765;361
203;987;179;946
197;255;441;1796
121;502;247;1993
339;1305;219;753
596;685;494;188
363;328;551;501
139;648;272;861
684;251;1116;278
1422;317;559;120
1382;558;414;216
965;133;1307;324
509;152;966;417
274;1207;101;520
785;170;608;313
960;943;197;243
460;678;719;592
536;328;243;412
684;153;815;241
353;430;399;462
179;1731;139;588
692;367;679;320
864;1158;319;159
899;479;529;118
681;510;198;429
365;594;199;537
114;532;502;1669
407;1275;206;344
940;209;381;325
455;183;606;630
388;1322;188;381
681;1160;145;434
685;384;289;288
620;971;408;229
915;457;552;177
1288;241;890;273
272;383;207;1014
393;283;594;528
837;459;247;373
738;806;343;177
913;120;1047;245
668;169;546;368
267;499;455;281
514;1868;121;320
1253;294;931;268
354;1801;137;415
748;134;750;208
198;348;550;681
538;749;562;625
785;256;984;112
458;149;1667;259
990;762;229;200
643;510;241;219
1011;251;551;206
320;493;199;561
477;803;263;266
461;488;267;464
249;1745;110;654
236;669;195;1748
802;969;226;262
760;1385;173;226
583;1574;141;264
781;148;527;195
930;530;374;542
367;222;1419;221
377;166;1043;811
124;433;625;1116
1595;527;318;83
583;163;788;507
906;304;1118;285
237;344;1001;539
1436;601;190;191
481;292;253;610
536;310;1076;98
435;1992;73;379
1374;405;239;183
455;964;252;643
702;549;402;160
513;1242;209;371
395;314;660;557
1076;606;575;199
360;214;711;523
567;933;230;379
514;1117;198;129
229;284;1505;547
525;721;324;259
149;1852;170;602
92;518;300;1579
925;642;217;291
1844;343;562;76
436;179;891;420
145;395;911;833
321;1099;210;390
189;923;337;368
513;511;288;439
132;264;324;2128
171;461;622;654
481;484;340;390
262;514;272;357
191;213;1027;630
350;1143;206;822
1468;173;501;188
417;301;684;263
290;432;549;529
949;203;1657;151
198;537;312;759
509;375;579;213
623;338;552;259
559;138;1188;159
708;1014;156;375
302;113;1956;414
1814;238;617;171
222;632;154;1070
271;569;435;484
191;931;236;592
262;447;195;586
103;439;573;1153
113;1279;187;1436
214;493;515;904
327;486;458;1062
222;193;950;776
184;1083;195;1293
314;805;472;402
552;467;506;444
266;332;678;604
148;666;248;1373
1069;432;441;266
557;840;138;527
673;178;572;463
122;315;707;1162
1410;350;306;275
386;286;696;314
385;1369;292;615
366;164;1441;300
252;1248;242;1050
403;689;531;368
115;808;168;1337
969;424;465;203
1166;487;183;259
917;1180;144;377
300;306;629;419
531;975;251;358
439;283;379;522
162;247;873;1272
412;607;460;531
1315;345;634;88
1893;532;323;107
1071;496;859;125
1246;359;739;362
