F0,F1,Class
-0.14190873389278721,-0.25441841923029224,0.0
-1.3627554191327464,0.5967172757644157,1.0
-1.1881520794321805,1.6712582235303899,1.0
-0.5341947052860064,2.0256799969922867,1.0
1.2579956454911594,-1.1594541643952574,1.0
-1.7702714128715111,0.06065234694087022,1.0
1.3638651330073348,-1.151757162524115,1.0
1.2605310022786202,-0.22958992285177468,1.0
0.8036292627670703,0.710620404639831,0.0
0.19344129521287187,-0.07281885163881621,0.0
1.021110940796832,0.021617957296235956,0.0
0.924779607494081,0.5186258144687382,0.0
-1.4673004071861677,0.47584252972848345,1.0
0.2973723271463948,2.1105370233287526,1.0
-0.6997725658035345,-0.5936265973196194,0.0
0.5841773472588606,0.12141478815119348,0.0
-1.6361778621512242,0.6061632015513577,1.0
0.4876337280421838,1.6365544115162713,1.0
-1.5850937100878335,-0.294332444051251,1.0
-0.9203953493684288,1.325882935328913,1.0
-0.900802963842873,-1.0554969550138482,1.0
1.6827827651076395,0.8754507107419351,1.0
-0.7073829533651598,0.35236664717558,0.0
-0.5470384702272926,0.251448207269763,0.0
-0.9465717631335214,-0.8412609798226256,1.0
0.5697547974489209,-1.022117585626927,1.0
-0.2722300016738008,-1.016087351391835,0.0
-0.246248242026514,-0.44660245896383877,0.0
-0.24338559558520678,-1.4121075382577315,1.0
-2.458617293427988,-0.31062249184767027,1.0
0.28720787340625104,-0.10941345916219557,0.0
0.37319031876920733,-0.3272136864159153,0.0
-0.2947435935031651,2.3110071970587716,1.0
0.8051369113880794,0.8792206351503435,1.0
0.4480383982569389,-0.012143101607166874,0.0
-0.08948539773265615,-0.019954114508188174,0.0
0.42459199860124375,-0.37228069748853787,0.0
-1.3343753335750872,0.016104852001719128,1.0
0.6762166435522261,-0.6876779328544426,0.0
-0.534077811910155,-0.21787694635229576,0.0
-0.36021631101705415,0.015056021766143748,0.0
1.8656303947605652,0.4345782732181574,1.0
0.46629969267430316,0.1867472187401614,0.0
-0.5785930889573788,0.8669976011618508,0.0
-0.21863526080189466,-1.2968507284969801,1.0
0.5185514811479939,1.2973664995559793,1.0
-0.25246336204411507,-1.908299227257509,1.0
0.1467464396952434,-0.7612278901369119,0.0
1.7663908882566335,0.498835533576622,1.0
1.6851325472709486,1.2863339355539856,1.0
0.7760947284199091,-0.5124864500867928,0.0
-0.08715552774377976,-0.43803470503837333,0.0
-1.3368425345544013,0.8090046996996785,1.0
0.14512638815092904,1.7393776561960237,1.0
-0.3527768204354124,-0.39703926205189194,0.0
-2.9028377434678023,0.34593007330758285,1.0
0.6881817459667938,-0.4684595364415252,0.0
-1.0969811996533507,0.1258596278991634,0.0
0.11437200279554444,-0.3073214239319741,0.0
-0.6491730822859835,-0.856635032486111,0.0
-0.8110161555125209,0.17742531610006973,0.0
0.7691352841050426,0.47940308956803995,0.0
-0.31884237323414644,0.5449351591425043,0.0
0.6173838414276086,-0.1961736778676,0.0
0.33075337308519903,-0.847966206976049,0.0
0.4437169822912075,-0.7346679460600464,0.0
-0.1246069825781145,-0.582067128824314,0.0
0.6379556474273032,0.5208205774518916,0.0
-0.623957610812448,-2.8119438149896943,1.0
1.4144388711688067,-0.7892821110874073,1.0
-0.5044772727501061,0.047114437168042575,0.0
-0.9081241415056687,0.001759520034658262,0.0
-0.419002585758009,-0.6556229221207732,0.0
0.05459646151022416,-0.04038893848092742,0.0
0.614129181205397,-0.5543973428964627,0.0
-0.6837236912241145,0.7268134500496038,0.0
-0.40874489876681286,-0.7539998154956173,0.0
0.9425573544302295,-0.7525820684889777,1.0
0.055442538868651824,0.15412577208961015,0.0
