F0,F1,Class
1.6333198503960797,-1.4961598960328013,2.0
-1.8350707137127524,-1.737865265173399,0.0
1.39729351418458,1.4361514216228175,1.0
0.5103104333244934,0.602417269555555,1.0
-1.1237113217613488,-1.0060056360942418,1.0
0.44601463191716995,-0.10350677141613729,2.0
-0.3152333780818515,-0.37487043250415186,0.0
-1.7598952160805648,-2.2317542809944793,0.0
0.3951491611501654,-0.5436086056245178,2.0
-3.249007117173487,-1.9212481092569385,0.0
1.3661828414577342,1.492050439897784,1.0
1.0055516855659274,-0.899532001762237,2.0
2.577447760623548,-2.1709646700488143,2.0
1.6418902607250003,1.4174179899754813,1.0
-2.610381314018869,-1.6949197977180754,0.0
0.695867331952081,-0.5424001604749229,2.0
-1.866714322662049,-1.6568019985199216,0.0
1.1571149774130671,1.1021687757148386,1.0
-1.0236912821562778,-0.920204145788946,1.0
-0.975789577140437,-0.9725276662839258,0.0
-0.6897545693640559,-1.340299208389092,0.0
3.3147782035192233,3.1865139319966804,1.0
1.0253724424192798,-1.097331420824471,2.0
-2.00539416854237,-1.7668311190571218,0.0
-0.9873425736636812,-1.2198072817528354,0.0
0.7083801123582545,-1.0757221798691192,2.0
0.9856628444060875,-1.3128611239995043,2.0
0.5950315169345175,-0.11303646414358004,0.0
1.639584937878772,1.5481860104238476,1.0
-0.7583230601408216,-0.5046710481653169,0.0
-0.991096065157209,-0.7332061307417397,0.0
0.9212770355817425,-0.8224298622223226,2.0
0.643449560672517,0.6296113631851827,1.0
1.0315375382513912,-0.8117162435166494,2.0
1.2728456388814742,0.21230241063603716,0.0
1.0610194430461612,1.0330231326517083,1.0
-0.26541304411499833,-0.3900187951891899,0.0
2.8290779645625905,2.9804045094585163,1.0
1.2722865056120738,1.1040557181654769,1.0
0.07097089787431843,0.28359743534859616,1.0
1.6667775563859346,-1.5232615843995239,2.0
-0.058809998213556036,-0.6458995332447546,0.0
-0.7485186858254749,-1.7428019656949552,0.0
2.4849630853236175,-1.8922328834335775,2.0
0.2220924496301906,0.34807234810503296,1.0
0.8859400113106841,-1.0068756271299808,2.0
0.502066908779589,-0.5427230999283719,2.0
1.273186759192889,1.3242671053561175,1.0
2.5274637799524706,2.666457343414169,1.0
1.0695760835232069,1.1206030067492363,1.0
0.8247458533288193,-0.8723229166072588,2.0
-1.8163350738121187,1.0565602809268646,2.0
-0.655502494489635,-1.1925171001708237,0.0
