q0p0;q0p1;q1p0;q1p1;s02;s03;s12;s13;cheapest; 2nd;3rd;most expensive
43.0;45.0;41.0;34.0;-7.0;-1.0;-15.0;-9.0;0.6544984694978735;0.6806784082777884;0.8115781021773631;0.837758040957278
40.0;42.0;10.0;49.0;-11.0;-6.0;-8.0;-17.0;-0.21419949910839509;-0.09519977738150898;0.6187985529798077;0.8329980520882027
31.0;9.0;32.0;21.0;-5.0;-10.0;-13.0;-18.0;-0.28274333882308134;0.2199114857512856;0.6597344572538567;1.1623892818282235
26.0;5.0;9.0;29.0;-12.0;-4.0;-10.0;-6.0;-0.8237102689290311;-0.09578026382895699;0.09578026382895732;0.9769586910553627
30.0;44.0;16.0;40.0;-7.0;-5.0;-3.0;-1.0;-0.5081988116101135;0.04619989196455587;0.29259931577552023;0.8469980193501895
31.0;31.0;12.0;15.0;-9.0;0.0;-13.0;-19.0;0.28274333882308156;0.3769911184307755;0.5026548245743672;0.8796459430051423
46.0;11.0;39.0;7.0;-12.0;-16.0;-10.0;-9.0;-0.912075286526069;-0.20268339700579308;-0.12667712312862078;0.7093918895202758
48.0;6.0;13.0;2.0;-17.0;0.0;-14.0;-19.0;-1.2777373106018188;-0.9026217698746792;0.01172236064772314;0.1523906884204005
25.0;6.0;46.0;49.0;-15.0;-17.0;-7.0;0.0;-0.07139983303613162;0.16659961041764054;0.19039955476301795;0.21419949910839509
3.0;41.0;30.0;14.0;-10.0;-13.0;-8.0;-18.0;-0.8120218299532941;-0.3061721653922258;0.06655916638961423;0.7587744968416025
14.0;39.0;37.0;17.0;-16.0;-18.0;-17.0;-15.0;-0.5098198604509752;0.09645240603126559;0.26179938779914946;0.757840333102801
13.0;31.0;43.0;6.0;-8.0;-13.0;0.0;-15.0;-0.9749770304244185;-0.5416539057913436;0.16249617173740316;0.86664624926615
23.0;44.0;49.0;32.0;-14.0;-18.0;-10.0;-2.0;-0.222724852306739;0.26961429489763156;0.6447298356247712;0.8557323272837871
4.0;48.0;19.0;47.0;-11.0;0.0;0.0;-5.0;-1.1581294951792882;-0.11980649950130579;0.30617216539222547;0.9185164961766765
32.0;25.0;49.0;36.0;-1.0;-3.0;-8.0;-16.0;-0.10874743800887754;0.3745745086972445;0.39874060603255057;0.7370659687268359
48.0;38.0;47.0;5.0;-18.0;0.0;0.0;-16.0;-0.42839899821678995;0.19039955476301773;0.7615982190520709;0.9519977738150887
28.0;10.0;23.0;16.0;-8.0;-9.0;-7.0;-9.0;-0.48822047994976525;-0.10613488694560125;0.27595070605856287;0.6155823442844864
32.0;9.0;14.0;25.0;-16.0;-8.0;-6.0;-17.0;-0.17631387341575389;-0.17631387341575389;0.24042800920330032;0.8495122991849948
3.0;36.0;46.0;18.0;-7.0;-14.0;-7.0;-16.0;-0.9627461357775173;-0.17734797238006894;-0.07600627387717246;0.7600627387717241
5.0;18.0;45.0;23.0;-3.0;-19.0;-13.0;-19.0;-0.7363107781851078;-0.4172427743048945;0.19634954084936207;0.2699806186678728
37.0;5.0;36.0;20.0;-2.0;-9.0;-1.0;-3.0;-0.6829549246934334;-0.06829549246934347;0.2048864774080299;0.9902846408054782
45.0;45.0;39.0;15.0;-18.0;-13.0;-12.0;-10.0;0.16206628768518783;0.23686611277065905;0.6357985132265058;0.7853981633974483
4.0;24.0;1.0;41.0;0.0;-14.0;0.0;-19.0;-0.7330382858376185;-0.20943951023931962;-0.05235987755983007;0.34033920413889396
42.0;38.0;42.0;29.0;-10.0;-14.0;0.0;-18.0;0.3403392041388942;0.5497787143782137;0.9948376736367679;1.1519173063162573
33.0;2.0;36.0;20.0;0.0;-8.0;-9.0;-15.0;-0.7545982354210778;-0.07699981994092642;0.4157990276810021;1.1549972991138946
48.0;31.0;27.0;16.0;-15.0;-9.0;-8.0;-5.0;-0.186999562713678;0.012466637514245371;0.13713301265669753;0.2617993877991496
0.0;41.0;12.0;43.0;-19.0;-9.0;-7.0;-16.0;-1.089423258906138;-0.050670849251448324;0.25335424625724134;0.8107335880231724
38.0;0.0;5.0;47.0;-4.0;-13.0;0.0;-19.0;-0.8805979407789571;-0.3331992208352812;-0.07139983303613162;0.7139983303613165
36.0;35.0;31.0;43.0;-18.0;-5.0;-6.0;-13.0;0.29613373374002117;0.5793920877522155;0.7081458850304858;0.9399027201313722
35.0;30.0;25.0;48.0;-14.0;-18.0;-20.0;-2.0;-0.1616996218759451;0.09239978392911175;0.5312987575923918;0.7853981633974484
17.0;21.0;8.0;24.0;-1.0;-3.0;-2.0;-16.0;0.47123889803846897;0.5890486225480862;0.667588438887831;1.0210176124166828
23.0;2.0;36.0;27.0;-13.0;-19.0;-3.0;-7.0;-0.09995976625058456;0.15707963267948943;0.27131936553730024;0.5854786308962795
37.0;20.0;20.0;17.0;-4.0;-14.0;-14.0;-5.0;-0.26179938779914935;-0.0769998199409263;0.16939960387003772;0.5697986675628546
5.0;46.0;27.0;48.0;-12.0;-16.0;-12.0;-4.0;-0.6872233929727672;-0.2699806186678728;0.3190680038802133;1.030835089459151
35.0;44.0;47.0;28.0;-20.0;-4.0;-16.0;0.0;0.4337273439657551;0.5040615078520938;0.738508720806556;0.8088428846928948
25.0;17.0;11.0;47.0;-6.0;-20.0;-9.0;-3.0;-0.5040615078520936;-0.2461695736021851;0.26961429489763167;0.48061678655664763
26.0;18.0;31.0;25.0;-5.0;-8.0;-14.0;-5.0;0.33161255787892263;0.43633231299858244;0.6108652381980155;0.9250245035569948
9.0;9.0;40.0;38.0;-7.0;-5.0;-14.0;-1.0;-0.11635528346628865;0.08726646259971649;0.08726646259971649;0.20362174606600508
13.0;9.0;25.0;47.0;-16.0;-15.0;-16.0;-15.0;-0.7105983383119769;-0.6108652381980153;-0.1371330126566973;-0.03739991254273567
31.0;0.0;37.0;20.0;-17.0;-19.0;-12.0;0.0;-0.19634954084936207;-0.05609986881410345;0.14024967203525862;0.6731984257692414
41.0;35.0;35.0;2.0;-15.0;-3.0;-10.0;-18.0;-0.41266683161560863;0.1464301660571513;0.6789034971740651;0.705527163729911
39.0;26.0;29.0;33.0;-9.0;-18.0;-16.0;-1.0;0.20668372720985473;0.6200511816295644;0.7302825028081537;0.757840333102801
