1010;1001;0110;0101
74;83;42;62
212;34;123;32
54;77;90;223
102;11;356;81
203;46;113;23
124;73;76;88
17;97;80;341
30;35;97;212
64;72;184;134
129;275;19;65
80;252;33;84
52;285;22;207
89;205;55;82
429;86;65;18
69;128;60;174
39;109;36;281
39;63;108;221
90;31;165;169
82;367;15;102
69;284;58;143
17;78;130;336
36;119;48;150
303;64;120;34
50;86;40;145
18;85;98;300
47;52;102;153
440;71;69;26
110;26;295;101
146;47;100;69
116;50;220;47
144;70;95;60
35;74;138;221
52;82;161;112
278;125;85;22
83;96;70;89
155;63;250;52
72;85;116;114
122;131;143;99
175;65;199;68
21;77;197;236
45;99;34;172
48;81;166;75
31;52;161;332
118;67;152;85
45;49;130;258
63;61;107;175
107;241;39;126
187;121;56;70
299;95;75;65
53;40;182;127
55;276;45;131
54;104;95;252
178;45;63;76
56;221;55;95
22;74;168;102
75;64;122;119
37;92;80;221
88;32;153;215
63;190;18;312
244;110;102;37
35;65;165;188
89;51;81;68
92;48;179;94
45;61;223;127
129;269;56;64
180;139;29;104
105;97;117;88
25;68;99;373
46;277;71;160
138;58;234;81
42;116;49;298
186;196;37;38
175;170;73;25
289;40;165;16
53;160;63;276
128;301;14;51
171;125;39;72
186;75;104;41
313;112;106;14
205;166;51;30
114;53;108;58
116;38;108;82
167;89;50;54
110;237;41;93
98;17;366;95
195;115;67;59
113;130;103;135
182;19;305;28
94;57;81;72
41;96;47;165
298;44;108;18
57;99;28;237
67;193;38;252
141;267;30;64
91;76;53;240
164;127;97;49
80;367;25;130
132;46;135;37
141;99;65;43
36;170;25;154
199;63;95;36
176;85;68;45
49;61;135;138
173;40;225;74
129;243;56;41
42;24;233;202
259;33;249;16
84;18;249;176
56;388;12;150
119;132;68;41
72;21;231;168
106;42;117;177
39;35;167;184
100;37;264;36
35;87;76;203
78;104;48;182
35;42;168;183
75;215;31;121
118;76;207;126
360;131;84;23
163;101;66;61
66;60;124;156
45;166;82;220
58;66;165;123
72;55;119;230
64;208;108;84
246;62;83;61
231;238;34;36
143;147;50;78
168;33;145;39
61;97;89;102
26;138;135;99
35;215;39;151
142;61;228;87
228;91;165;42
73;54;156;117
150;60;177;127
82;81;63;225
110;105;54;92
108;47;73;250
175;45;262;42
130;236;38;60
130;84;147;59
49;76;64;179
134;59;58;98
26;59;86;368
39;360;19;172
65;45;277;145
94;206;67;105
210;223;62;48
71;23;278;207
325;69;130;21
287;101;89;41
38;244;34;80
19;73;161;185
183;42;181;38
97;124;70;79
83;34;179;137
87;106;55;207
199;59;135;79
128;289;25;64
41;191;38;143
44;231;42;172
177;75;102;132
93;100;92;62
130;110;71;133
91;145;89;169
26;71;105;148
70;242;41;120
66;372;29;134
130;34;151;59
160;38;185;40
281;145;55;23
42;64;129;124
79;72;54;117
410;104;71;23
31;226;16;303
187;51;74;81
93;49;175;100
201;52;245;27
320;75;104;36
210;84;64;42
170;114;66;17
31;43;110;297
76;125;98;56
135;146;60;181
56;45;129;109
133;13;253;59
83;130;33;110
36;81;104;138
126;40;379;60
67;75;69;78
226;61;80;42
129;76;98;53
113;147;56;57
100;42;123;217
54;144;34;143
120;106;127;110
150;27;386;49
41;45;281;119
217;72;132;103
69;276;50;149
61;212;17;166
94;213;81;133
57;80;56;224
192;194;52;46
51;121;84;93
84;77;62;91
98;40;180;90
27;242;58;187
134;176;74;55
87;169;52;76
130;162;36;36
147;163;49;70
179;43;101;43
83;134;113;161
59;198;41;174
68;262;54;71
144;10;267;66
213;136;98;25
56;92;70;190
225;26;163;23
29;92;81;298
16;168;75;218
29;126;30;285
74;238;59;174
116;26;285;46
123;83;57;104
61;75;168;196
234;39;145;42
107;216;28;116
24;187;46;312
270;39;128;33
154;42;261;86
77;220;34;76
172;41;132;24
21;56;190;255
65;126;97;177
95;15;183;155
36;176;75;185
54;99;93;119
183;50;264;77
64;47;77;263
127;29;223;32
160;75;76;45
59;59;106;254
94;340;32;65
58;57;93;137
108;265;27;140
39;173;19;126
23;108;73;227
181;40;113;39
41;119;48;139
61;132;49;79
63;84;110;64
122;25;315;97
96;180;47;70
201;13;180;42
70;66;190;180
98;88;58;128
69;302;27;87
297;118;57;38
105;277;49;59
59;87;108;136
23;265;45;152
65;220;47;80
225;90;117;60
54;84;66;119
43;126;60;79
76;88;68;92
17;185;46;316
257;48;222;20
84;263;22;116
37;146;73;126
94;29;163;81
112;195;59;58
88;164;84;63
90;343;22;84
27;126;54;266
205;28;313;40
33;102;106;84
161;61;204;61
139;96;61;76
69;44;187;187
42;100;53;180
136;66;195;86
194;23;173;32
102;189;68;48
58;105;83;92
186;25;284;81
43;57;265;146
144;86;34;98
102;42;110;64
100;71;98;44
33;39;102;288
51;68;55;133
50;41;111;295
33;63;140;305
168;75;103;37
117;35;199;32
86;241;47;79
29;39;110;339
115;22;268;39
100;148;88;58
82;101;80;225
177;44;158;60
204;122;101;43
117;23;345;72
65;75;84;184
173;99;66;41
156;42;164;118
54;132;46;341
84;31;219;144
126;165;143;28
170;58;121;36
34;169;39;134
105;30;213;134
112;91;122;140
98;43;141;90
125;93;98;166
79;84;53;118
138;86;43;55
137;42;250;31
28;79;170;196
138;111;97;32
141;37;237;65
76;45;152;156
61;96;49;115
93;170;38;53
88;45;188;70
65;32;113;128
84;58;80;52
116;70;127;66
68;60;85;109
48;75;151;136
50;95;120;105
41;74;203;68
348;68;163;33
89;47;100;56
312;101;47;22
71;177;44;102
66;90;30;140
78;274;34;135
301;120;41;52
130;59;232;65
30;32;245;206
40;69;109;163
152;193;54;44
136;30;461;57
104;106;52;99
17;154;44;400
53;62;119;128
240;148;61;36
69;72;53;68
71;326;30;131
21;142;84;143
118;112;87;48
468;44;111;21
111;60;104;44
340;81;67;38
65;19;460;75
113;61;150;112
71;339;32;104
288;126;61;40
64;245;45;113
58;78;90;136
130;23;183;50
46;177;26;139
50;154;84;195
252;92;173;27
39;87;72;287
19;198;38;230
239;64;226;40
133;23;241;31
163;72;167;24
54;102;77;106
56;118;50;93
58;74;126;79
111;321;44;31
74;81;164;162
112;34;218;95
69;46;111;181
156;160;35;83
136;46;121;57
76;39;92;119
23;69;123;328
35;228;39;158
153;59;89;52
35;214;42;258
187;230;32;63
228;86;156;28
226;92;53;83
58;75;97;75
282;127;69;20
43;132;47;164
81;223;59;79
49;85;166;130
402;93;50;13
157;279;39;55
55;90;76;92
194;181;61;53
143;170;55;64
34;171;28;200
68;84;74;258
133;151;40;44
29;38;168;191
76;27;188;169
57;298;39;73
231;42;175;21
15;172;50;156
59;167;79;60
173;180;75;30
56;129;57;86
65;35;131;101
71;93;99;273
25;198;13;241
170;28;180;34
61;248;47;207
31;313;35;85
68;68;260;40
58;64;126;133
46;101;89;257
65;20;315;137
47;28;304;151
23;93;137;194
128;122;55;46
109;57;254;92
72;32;256;106
196;78;98;31
53;94;73;218
105;127;68;49
99;200;31;56
154;40;149;30
227;27;257;17
51;112;19;242
269;85;26;76
44;126;59;334
67;139;28;169
164;37;155;25
68;104;92;78
75;54;204;64
63;342;30;92
142;114;115;36
59;42;281;104
183;37;177;24
47;335;27;168
180;58;81;28
81;135;70;48
177;217;33;43
35;73;75;197
87;269;15;184
79;68;188;74
202;168;40;39
126;61;123;30
102;74;93;76
92;122;93;226
140;81;129;51
183;22;131;31
58;103;59;263
111;53;115;45
188;62;79;60
29;72;146;220
495;31;104;16
55;91;80;164
46;60;93;138
51;123;52;105
49;46;94;85
40;139;53;111
84;44;106;176
94;132;34;124
141;170;47;93
83;50;85;68
82;53;201;142
60;21;309;123
24;102;58;355
75;110;58;97
163;52;84;34
77;143;153;123
55;25;266;112
66;261;41;179
63;245;24;99
54;102;51;166
83;36;197;130
316;112;95;32
26;152;41;160
86;36;202;142
41;74;106;116
42;45;113;233
95;61;164;54
46;45;83;178
73;57;95;167
150;185;57;55
69;218;25;155
130;188;35;83
114;83;84;102
275;46;129;73
99;94;104;120
54;80;76;78
84;48;268;65
291;68;94;42
214;60;225;40
13;79;111;303
132;86;68;63
141;201;22;129
27;210;57;211
129;189;30;88
44;202;93;92
268;61;176;56
27;72;187;214
42;149;28;317
42;124;56;166
111;89;107;51
57;92;56;164
113;23;209;106
90;133;67;117
37;191;19;145
101;35;187;50
160;169;68;47
175;181;98;91
49;117;46;105
61;113;81;62
45;43;146;133
73;23;262;130
98;215;43;161
124;24;406;48
26;128;55;316
159;61;90;63
56;69;99;61
119;25;288;78
142;81;271;43
87;90;66;66
80;377;17;83
323;86;75;23
238;121;87;42
74;177;64;78
22;51;89;434
123;55;116;73
121;23;165;101
69;26;270;125
143;49;290;83
365;38;151;35
132;167;43;129
64;49;149;109
93;68;82;59
34;51;168;209
58;10;458;55
241;155;63;38
33;206;100;200
59;85;63;166
196;125;36;50
83;398;22;60
92;109;74;80
39;162;16;255
369;90;75;21
182;100;35;84
104;70;94;34
77;38;191;190
229;50;204;77
107;77;118;58
61;82;92;97
76;49;80;102
110;152;42;62
25;76;84;313
89;237;34;171
93;33;330;78
