1010;1001;0110;0101
743;143;1213;408
654;881;179;230
875;144;800;149
399;657;131;1352
600;99;1503;444
1457;437;303;167
968;87;1049;472
233;964;340;1164
511;132;1416;268
487;343;438;397
78;561;492;1480
518;229;1149;140
482;1593;230;290
327;161;1276;496
1184;148;1209;324
276;1867;171;461
531;722;289;255
384;785;287;311
307;109;1431;786
644;776;244;256
444;350;550;276
631;1455;223;356
489;713;342;499
684;1068;113;394
1692;365;462;142
598;204;612;222
1425;344;437;156
89;1536;73;978
313;414;273;311
1225;276;494;127
1138;239;612;119
880;143;563;231
341;872;358;487
498;516;179;499
487;527;341;288
348;817;205;401
183;394;517;989
320;169;1367;396
811;970;146;404
609;128;1049;385
373;328;731;617
238;1203;206;1043
434;182;1210;632
408;220;1473;177
651;97;1179;335
158;365;380;1904
988;189;401;245
630;1094;158;384
1055;659;621;135
345;398;711;353
464;187;1202;271
456;507;1048;473
120;914;343;969
395;221;745;319
266;1018;145;1497
324;1119;194;961
286;196;930;435
215;483;272;1238
712;189;1464;265
1516;372;613;228
103;403;205;2176
223;294;752;990
1055;393;249;378
467;246;1066;288
609;1058;326;223
119;511;426;1308
874;594;585;128
950;258;442;248
1073;695;700;202
1056;526;368;411
233;822;194;1341
623;262;368;551
1109;289;759;247
1929;290;432;133
68;788;475;1533
128;1065;235;1159
211;615;234;1207
288;322;482;659
201;1361;214;497
556;450;698;219
807;691;303;290
132;739;283;1683
1045;284;617;360
836;393;786;172
573;205;687;260
75;438;183;2267
535;187;1033;475
860;107;1646;181
208;339;812;535
1151;603;488;142
1392;359;481;141
715;1545;112;407
546;1683;141;415
315;142;1423;481
717;193;1061;412
989;532;351;252
679;268;430;254
249;200;996;581
493;741;523;765
877;882;265;334
1696;299;729;130
808;1121;228;260
894;691;659;194
360;164;750;694
675;835;255;730
80;924;171;1786
187;786;477;890
185;879;210;759
673;516;582;241
1509;239;625;434
437;319;244;517
351;469;266;525
469;1873;79;311
994;154;1030;609
949;128;1327;338
241;243;681;1190
247;842;194;492
348;1291;121;728
680;746;174;659
1338;420;922;94
277;477;312;561
133;1037;236;587
186;272;1245;531
433;315;703;363
121;1239;159;1232
447;631;533;332
295;1199;151;312
253;839;319;430
804;186;1589;216
126;643;148;1274
481;446;274;567
507;221;935;537
533;892;413;270
1219;657;259;227
218;465;623;595
1365;490;589;210
800;162;1020;601
532;605;431;676
579;124;1931;223
874;410;966;369
