1010;1001;0110;0101
111;117;24;13
38;15;69;104
46;117;13;106
21;63;31;54
35;120;13;100
101;19;104;62
77;69;44;16
35;187;12;30
21;53;20;77
80;78;17;18
36;113;14;49
23;101;25;100
34;27;36;33
39;94;14;115
11;55;38;188
34;23;81;40
46;63;28;30
19;47;33;68
46;39;65;45
82;93;28;41
66;43;53;21
55;102;32;51
56;117;15;78
165;12;115;24
43;113;13;92
40;32;72;38
34;58;96;52
42;129;43;39
81;22;67;16
97;17;149;29
41;31;52;38
16;146;28;106
39;15;106;59
25;41;24;36
66;17;48;24
57;26;45;23
34;36;76;25
87;27;109;34
16;74;12;67
77;39;68;13
59;29;47;24
53;19;145;11
38;150;24;49
58;30;31;39
58;50;14;18
44;44;34;110
34;22;60;54
52;110;16;40
27;54;21;48
54;67;13;96
34;69;36;90
78;42;94;37
87;62;56;33
26;51;36;57
19;109;41;65
60;16;74;21
22;98;28;136
29;174;22;29
24;121;28;116
31;26;98;26
75;84;43;18
17;36;62;162
76;24;61;30
13;73;14;121
23;50;18;73
32;118;19;95
33;100;29;126
34;18;136;95
84;27;121;47
17;268;4;55
141;24;54;9
78;43;77;28
42;59;33;53
35;52;53;70
30;123;49;55
54;15;183;30
36;52;44;42
42;114;15;97
46;36;70;101
83;44;57;32
48;21;208;17
70;15;38;41
86;39;30;34
75;19;86;19
88;32;59;13
23;17;126;45
40;36;62;57
90;100;34;18
122;36;89;6
37;16;136;65
114;16;97;4
119;45;43;20
97;70;39;15
47;114;22;39
81;56;83;30
22;103;22;67
47;59;30;27
40;13;57;42
86;46;109;45
14;135;6;66
66;84;24;23
16;83;9;100
90;61;35;24
24;38;47;27
129;32;67;17
63;108;29;49
88;37;59;37
76;108;19;28
76;24;100;27
32;25;68;82
171;26;43;9
24;12;113;76
65;76;29;31
73;55;47;15
22;61;33;85
28;51;33;31
60;25;30;70
15;64;39;50
109;39;46;10
140;30;54;9
51;33;36;49
12;70;36;119
7;75;34;135
128;45;47;41
20;44;59;48
116;12;82;22
59;27;119;29
61;12;96;22
48;74;57;76
160;38;45;6
122;70;44;16
14;42;67;99
8;39;73;111
134;19;87;11
15;31;94;114
31;115;31;41
42;47;88;50
24;31;75;61
181;32;70;7
120;98;21;17
45;37;53;55
23;88;18;71
68;12;90;31
31;27;41;41
26;91;24;140
76;20;152;38
