1010;1001;0110;0101
136;29;58;25
181;29;70;4
53;68;16;69
168;11;48;26
70;17;35;30
41;22;59;23
40;27;79;47
70;30;45;34
105;48;104;17
13;49;24;135
39;14;70;30
94;63;17;33
83;33;99;15
48;67;37;25
104;36;33;29
24;12;110;58
21;136;18;109
79;30;65;17
27;78;30;39
52;48;29;25
75;18;107;23
163;15;78;23
72;65;77;44
59;24;74;31
227;18;71;3
34;53;45;65
46;43;86;54
15;54;34;44
45;74;34;102
14;89;33;94
31;181;11;55
24;20;105;69
65;39;46;36
47;67;35;30
22;25;47;97
32;44;48;76
13;126;19;90
24;30;29;60
77;15;115;14
70;30;34;48
25;51;18;74
59;18;91;24
145;35;70;39
48;100;31;41
29;28;76;60
46;23;103;41
16;41;49;126
31;14;96;44
10;66;26;122
107;70;57;25
41;103;19;34
42;12;129;74
32;32;64;69
40;17;56;85
49;59;37;24
28;30;65;85
24;51;59;42
197;29;72;5
40;78;60;64
43;14;143;38
80;18;119;27
59;21;115;33
17;46;99;74
32;30;60;63
70;13;204;32
32;109;7;128
74;14;98;31
15;80;42;120
77;16;88;30
12;58;56;147
23;39;43;51
51;28;52;42
84;19;41;33
81;30;134;35
32;35;40;162
129;54;50;9
59;36;72;29
47;43;62;64
43;9;121;68
6;56;16;136
8;64;35;172
50;27;66;20
24;45;43;60
24;13;83;44
25;45;57;41
15;66;13;103
31;17;59;99
44;7;143;61
75;17;77;28
69;14;75;21
69;24;43;46
33;24;27;49
135;38;51;14
16;42;27;188
17;85;34;143
68;19;63;58
60;72;47;32
42;8;99;76
35;40;72;87
47;73;58;17
132;51;36;15
160;37;63;8
63;17;119;59
41;93;38;73
81;33;29;33
50;18;126;16
57;54;26;22
16;209;7;96
18;205;6;71
74;24;97;74
24;37;37;47
41;26;61;66
49;22;116;33
45;27;52;33
26;47;27;71
61;26;57;100
41;62;27;67
82;13;121;17
46;10;114;77
90;57;27;19
57;87;37;80
14;97;36;102
67;21;77;18
60;47;38;27
62;14;208;21
26;30;89;88
116;50;22;20
49;13;69;59
65;14;219;19
65;64;44;54
12;134;9;126
49;87;39;89
51;99;20;66
129;56;60;14
150;59;37;14
80;20;116;56
27;46;20;52
95;11;170;24
19;29;41;37
173;28;74;10
87;15;91;9
135;41;54;31
26;34;51;58
100;12;126;20
132;56;26;20
68;19;75;18
44;28;49;35
59;43;103;61
22;40;38;49
48;52;66;77
