q0p0;q0p1;q1p0;q1p1;s02;s03;s12;s13;cheapest; 2nd;3rd;most expensive
20.0;15.0;26.0;21.0;0.0;0.0;-17.0;-4.0;0.38356654491503295;0.6758077219931532;1.0045790462060387;1.1872297818798638
15.0;33.0;33.0;4.0;-18.0;-6.0;-13.0;-6.0;-0.29259931577552006;0.23099945982277892;0.26179938779914935;0.9393978032793009
19.0;31.0;1.0;34.0;-20.0;-18.0;-9.0;-20.0;-0.6108652381980154;0.05817764173314427;0.4072434921320103;0.6981317007977319
12.0;20.0;39.0;37.0;-14.0;-14.0;-17.0;-2.0;0.05609986881410345;0.1121997376282069;0.2524494096634655;0.6170985569551379
6.0;42.0;41.0;49.0;-7.0;-16.0;-10.0;0.0;-0.2537440220207141;-0.22957792468540816;0.5679032873796932;1.0028930394152031
33.0;43.0;25.0;25.0;-3.0;-14.0;-8.0;-11.0;0.013778915147323545;0.3169150483884439;0.3720307089777386;0.45470419986168054
2.0;24.0;46.0;42.0;-11.0;-9.0;-5.0;-4.0;-0.4822620301563279;-0.4271463695670333;0.26179938779914935;0.3444728786830913
42.0;32.0;26.0;11.0;-2.0;-7.0;0.0;-20.0;-0.25335424625724134;0.3293605201344141;0.6333856156431036;0.8360690126488967
33.0;28.0;5.0;31.0;-4.0;-15.0;0.0;-10.0;0.1963495408493619;0.22907446432425538;0.7199483164476606;0.7199483164476608
43.0;5.0;38.0;42.0;-16.0;-3.0;-18.0;-19.0;-0.2786896708829656;-0.20268339700579296;0.7347273141459999;1.1654295327833104
9.0;28.0;14.0;7.0;-12.0;-10.0;0.0;-15.0;-0.4931569863193278;-0.3105062506455025;0.018265073567382717;0.8219283105322136
30.0;44.0;25.0;18.0;0.0;-12.0;-9.0;-8.0;-0.3365992128846207;0.16829960644231035;0.19634954084936207;0.3365992128846207
11.0;15.0;5.0;9.0;-11.0;-17.0;-9.0;-19.0;0.4157990276810023;0.5081988116101138;0.5081988116101139;0.7853981633974485
16.0;29.0;32.0;7.0;-8.0;-1.0;-15.0;-14.0;-0.11697419454855618;-0.11697419454855618;0.4846073774154468;0.6851345680701144
35.0;29.0;9.0;31.0;-14.0;-8.0;-11.0;-20.0;0.12851969946503694;0.21419949910839509;0.49979883125292135;1.0138776291130696
45.0;14.0;6.0;23.0;-5.0;-7.0;-14.0;-8.0;-1.0782584955117511;-0.4659141647272998;-0.013311833277922847;0.38604316505976277
46.0;13.0;0.0;17.0;-9.0;-3.0;-7.0;-13.0;-1.1581294951792884;-0.8652691630649856;-0.3327958319480715;0.2795484988363798
46.0;32.0;31.0;10.0;-2.0;-6.0;-6.0;0.0;-0.5437371900443875;-0.30207621669132645;-0.09062286500739802;0.45311432503698923
31.0;34.0;28.0;28.0;-18.0;-8.0;-9.0;-6.0;0.5135295683752545;0.8156057850665808;0.8760210284048461;0.966643893412244
41.0;36.0;21.0;29.0;-18.0;-20.0;-11.0;-10.0;0.32188449319567514;0.3733860121069832;0.4763890499295993;0.6051428472078695
17.0;27.0;0.0;29.0;-2.0;-8.0;-5.0;-11.0;-0.47123889803846897;-0.19634954084936207;0.43196898986859655;0.7068583470577035
28.0;8.0;38.0;23.0;-16.0;-1.0;-10.0;-13.0;-0.43633231299858233;0.08726646259971649;0.49450995473172665;0.4945099547317267
22.0;28.0;48.0;4.0;-15.0;-7.0;-12.0;-12.0;-0.7604648883689578;-0.7355316133404672;0.13713301265669753;0.36153248791311143
11.0;7.0;25.0;24.0;-14.0;-11.0;-20.0;-9.0;0.15707963267948966;0.5061454830783555;0.5061454830783556;0.5759586531581289
1.0;18.0;27.0;35.0;-16.0;-9.0;-16.0;-11.0;-0.5081988116101135;-0.04619989196455565;0.015399963988185217;0.41579902768100196
44.0;27.0;46.0;1.0;-8.0;-18.0;-14.0;-14.0;-0.6872233929727674;-0.36815538909255396;0.4172427743048944;0.9817477042468103
11.0;9.0;5.0;31.0;-7.0;-4.0;-2.0;-3.0;-1.116092126933216;-0.9920818906073031;0.04133674544197097;0.08267349088394194
42.0;17.0;48.0;38.0;-7.0;-2.0;-14.0;-19.0;-0.17583540971584655;0.17583540971584677;0.8088428846928946;0.9260664911701257
6.0;23.0;36.0;19.0;-9.0;-18.0;-3.0;-16.0;-0.5817764173314433;-0.029088820866572274;0.17453292519943275;0.8435758051305924
7.0;38.0;24.0;3.0;-13.0;-20.0;-14.0;-6.0;-1.0020597257139858;-0.24374425760610463;0.2166615623165375;0.568736601080911
27.0;25.0;1.0;22.0;-15.0;-11.0;-10.0;-13.0;-0.18699956271367812;-0.07479982508547123;0.5983986006837702;0.7479982508547127
44.0;15.0;38.0;41.0;-13.0;-11.0;-13.0;-5.0;-0.17912589691520753;0.1240102363259129;0.6200511816295644;0.757840333102801
8.0;45.0;41.0;21.0;-7.0;-12.0;-14.0;-13.0;-0.7853981633974483;-0.11980649950130562;0.17305383261299712;0.6789034971740655
20.0;41.0;31.0;8.0;-19.0;-19.0;-14.0;-3.0;-0.6283185307179587;-0.02617993877991509;0.340339204138894;0.6544984694978733
14.0;6.0;47.0;34.0;-13.0;-3.0;-12.0;-20.0;-0.48061678655664736;0.011722360647723251;0.10550124582950815;0.17583540971584677
42.0;1.0;5.0;33.0;-1.0;-8.0;-1.0;-15.0;-0.9783029754599795;-0.5924933513349171;0.15156806662056016;0.7302825028081537
